,titulo,portal,sentiment
89,Qualidade do ar melhora até 60 % no mundo com isolamento,SoNoticiaBoa,pos
90,Havaí e Montana não registram novos casos de covid,SoNoticiaBoa,pos
91,"Lua, Júpiter e Saturno: hoje tem conjunção no céu",SoNoticiaBoa,pos
92,Idosa de 113 vence a covid e é chamada de supercentenária,SoNoticiaBoa,pos
93,Estado doa comida a idosos carentes e movimenta economia: covid,SoNoticiaBoa,pos
94,Pesquisadores criam material de celulose que filtra vírus,SoNoticiaBoa,pos
95,Bisavó de 105 vence câncer e covid e vai comemorar dia...,SoNoticiaBoa,pos
96,Princesa da Suécia atua em hospital para ajudar contra covid,SoNoticiaBoa,pos
97,Restaurante cria cabines individuais e esgota reservas : covid,SoNoticiaBoa,pos
98,Busca por “notícia boa” é a mais alta de todos os...,SoNoticiaBoa,pos
99,Hoje tem espetáculo da Superlua: a última de 2020,SoNoticiaBoa,pos
100,País adia aulas e compra 840 mil tablets para alunos carentes:...,SoNoticiaBoa,pos
101,Governo transforma arena em abrigo para proteger sem-teto da covid,SoNoticiaBoa,pos
102,Cientistas mapeiam superfície da Lua pela 1ª vez,SoNoticiaBoa,pos
103,Sudão a um passo de proibir mutilação genital feminina,SoNoticiaBoa,pos
104,Gata leva filhote doente a hospital e pede ajuda à equipe...,SoNoticiaBoa,pos
105,Maior buraco da camada de ozônio se fechou no Polo Norte,SoNoticiaBoa,pos
106,Idosa faz 110 e recebe flores de neto bombeiro em escada...,SoNoticiaBoa,pos
107,Gases do efeito estufa caem 8% com isolamento: marca histórica,SoNoticiaBoa,pos
108,Paquistão contrata desempregados pra plantar 10 bilhões de árvores: covid,SoNoticiaBoa,pos
109,Noites de maio serão mais brilhantes com chuva de estrelas e...,SoNoticiaBoa,pos
110,Personalidades e líderes espirituais fazem evento mundial hoje ao vivo: covid,SoNoticiaBoa,pos
111,Mundo já tem 1 milhão de recuperados da covid: ranking,SoNoticiaBoa,pos
112,Nova Zelândia anuncia que venceu o coronavírus,SoNoticiaBoa,pos
113,Líderes religiosos rezam juntos em Israel pelo fim da pandemia: 1ª...,SoNoticiaBoa,pos
114,Idoso do desafio do andador faz 100 anos e recebe 140...,SoNoticiaBoa,pos
115,"Wuhan, onde começou pandemia, zerou número de internados: covid",SoNoticiaBoa,pos
116,Bebê de 6 meses vence covid e enfermeiros choram de alegria:...,SoNoticiaBoa,pos
117,Fenômeno faz golfinhos brilharem à noite em praia da Califórnia: vídeo,SoNoticiaBoa,pos
118,"Quase 750 mil venceram a covid no mundo, 26 mil no...",SoNoticiaBoa,pos
119,Pela 1ª vez Itália tem mais recuperados que novos casos de...,SoNoticiaBoa,pos
120,Zoólogo registra água-viva nos canais de Veneza. Vídeo,SoNoticiaBoa,pos
121,Nova York libera casamentos por videoconferência: covid,SoNoticiaBoa,pos
122,Fenômeno reaparece e praia de Acapulco brilha após 60 anos: covid,SoNoticiaBoa,pos
123,Casal de idosos inseparável até no hospital vence covid junto,SoNoticiaBoa,pos
124,Coronavírus: Itália e Alemanha dão sinais de que o pior já...,SoNoticiaBoa,pos
125,"Grávida em coma por covid tem bebê, acorda e abraça filha...",SoNoticiaBoa,pos
126,Suíça projeta bandeiras de países em montanha mais alta: covid,SoNoticiaBoa,pos
127,Dalai Lama pede mais compaixão do que oração pra enfrentar coronavírus,SoNoticiaBoa,pos
128,Países governados por mulheres têm melhores resultados sobre covid: Forbes,SoNoticiaBoa,pos
129,"Mãe com covid, que deu à luz em coma, segura o...",SoNoticiaBoa,pos
130,1º abraço do casal de idosos que venceu a covid emociona...,SoNoticiaBoa,pos
131,Políticos reduzem próprios salários em 20% na Nova Zelândia: covid,SoNoticiaBoa,pos
132,Foto de carinho entre casal de enfermeiros heróis faz refletir: covid,SoNoticiaBoa,pos
133,Sobe para meio milhão o número de recuperados da covid no...,SoNoticiaBoa,pos
134,1ª a tomar vacina experimental contra covid diz como está após...,SoNoticiaBoa,pos
135,Melhores amigos se abraçam após 2 meses de isolamento: emoção,SoNoticiaBoa,pos
136,Isolamento deixa montanhas do Himalaia visíveis pela 1ª vez em 30...,SoNoticiaBoa,pos
137,Papa pede “coragem” e “esperança” na vigília da Páscoa: covid,SoNoticiaBoa,pos
138,Sobe para 400 mil o número de recuperados da covid no...,SoNoticiaBoa,pos
139,Mãe abraça filha enfermeira do front da covid-19 enrolada em lençol,SoNoticiaBoa,pos
140,Casal substitui convidados por figuras de papelão pra não cancelar casamento,SoNoticiaBoa,pos
141,Garoto cria protetor de orelha para máscaras e doa a médicos...,SoNoticiaBoa,pos
142,"China suspende isolamento em Wuhan após 76 dias, com festa",SoNoticiaBoa,pos
143,Quase 350 mil pessoas já se recuperaram da covid-19 no mundo,SoNoticiaBoa,pos
144,Bill Gates constrói 7 fábricas pra acelerar produção de vacinas: covid-19,SoNoticiaBoa,pos
145,Idosa de 104 com covid-19 é a sobrevivente mais velha do...,SoNoticiaBoa,pos
146,Miss e primeiro-ministro voltam a trabalhar como médicos: covid-19,SoNoticiaBoa,pos
147,Cientistas associam vacinação da BCG a menos casos de coronavírus: estudo,SoNoticiaBoa,pos
148,Irlanda cria robô que mata vírus e reduz infecção hospitalar: covid-19,SoNoticiaBoa,pos
149,Começa a cair número de mortos por dia na Itália e...,SoNoticiaBoa,pos
150,"Pink doa R$ 5,3 milhões após se recuperar da Covid-19 com...",SoNoticiaBoa,pos
151,Jogadores da NBA recuperados da covid-19 doam sangue para nova terapia,SoNoticiaBoa,pos
152,Rússia envia avião com medicamentos para EUA: unidos pela pandemia,SoNoticiaBoa,pos
153,200 mil pessoas já venceram o coronavírus no mundo: ranking,SoNoticiaBoa,pos
154,Aluna cria máscaras especiais para deficientes auditivos: coronavirus,SoNoticiaBoa,pos
155,Cientista americano usa anticorpos da SARS pra matar coronavírus,SoNoticiaBoa,pos
156,Johnson & Johnson vai fabricar 1 bilhão de vacinas contra coronavírus,SoNoticiaBoa,pos
157,Veja o que o telescópio Hubble registrou no dia do seu...,SoNoticiaBoa,pos
158,Reino Unido paga 80% dos salários dos britânicos pra evitar demissões,SoNoticiaBoa,pos
159,Bebê e idosa de 102 se recuperam do coronavírus e animam...,SoNoticiaBoa,pos
160,Labrador treinado conforta profissionais de saúde que atendem covid-19,SoNoticiaBoa,pos
161,Vovó de 84 passa 8 horas por dia costurando máscaras pra...,SoNoticiaBoa,pos
162,156 mil pessoas já se recuperaram do coronavírus: ranking dos países,SoNoticiaBoa,pos
163,Profissional de saúde com coronavírus é aplaudida ao deixar UTI: vídeo,SoNoticiaBoa,pos
164,Xiaomi lança boné com laser que promete tratar calvície,SoNoticiaBoa,pos
165,Idoso de 101 é o novo curado do coronavírus na Itália,SoNoticiaBoa,pos
166,Paramédicos judeu e muçulmano oram juntos e emocionam: coronavírus,SoNoticiaBoa,pos
167,Jogador de 23 do Ajax acorda do coma após quase 3...,SoNoticiaBoa,pos
168,"Sozinho na Praça São Pedro, Papa pede proteção ao mundo: coronavírus",SoNoticiaBoa,pos
169,Coronavírus faz “milagre” e une palestinos e israelenses contra doença,SoNoticiaBoa,pos
170,Países ricos injetam US$ 5 trilhões pra salvar economia durante pandemia,SoNoticiaBoa,pos
171,Supercomputador identifica moléculas que podem tratar covid 19,SoNoticiaBoa,pos
172,100 mil se recuperaram: 8 notícias boas sobre coronavírus no mundo,SoNoticiaBoa,pos
173,Walmart e Amazon vão contratar quem está sendo demitido,SoNoticiaBoa,pos
174,Finlândia é eleita país mais feliz do mundo pela 3ª vez:...,SoNoticiaBoa,pos
175,10 notícias boas sobre o coronavírus no mundo,SoNoticiaBoa,pos
176,Vovó italiana de 95 está curada da Covid 19: “vou pra...,SoNoticiaBoa,pos
177,Canadá não cobrará água e luz e Reino Unido pagará 80%...,SoNoticiaBoa,pos
178,"Após golfinhos, peixes voltam à costa da Itália: quarentena",SoNoticiaBoa,pos
179,EUA e Canadá reacendem luzes de Natal: “esperança” contra Coronavírus,SoNoticiaBoa,pos
180,China zera transmissão local de coronavírus pela 1ª vez,SoNoticiaBoa,pos
181,Louis Vuitton para produção de perfumes e fabrica álcool em gel...,SoNoticiaBoa,pos
182,1ª a receber vacina experimental contra coronavírus é uma mulher,SoNoticiaBoa,pos
183,"Idosa de 103 anos, curada do coronavírus, recebe alta na China:...",SoNoticiaBoa,pos
184,Proprietário não vai cobrar aluguel de inquilinos: coronavírus,SoNoticiaBoa,pos
185,Rei pede de aniversário que pessoas plantem árvores ou adotem animais,SoNoticiaBoa,pos
186,Coronavírus: empresa suspende corte de energia por falta de pagamento,SoNoticiaBoa,pos
187,Prótese ultraprecisa controlada pela mente: “é como ter a mão de...,SoNoticiaBoa,pos
188,Cão que salvou menino em estado grave concorre a prêmio,SoNoticiaBoa,pos
189,Volta a enxergar menina que ficou cega após convulsão ligada à...,SoNoticiaBoa,pos
190,A superlua já está “maior” e mais brilhante no céu,SoNoticiaBoa,pos
191,Cia aérea permite que cães-guia viajem ao lado dos donos,SoNoticiaBoa,pos
192,Viagem de SP à Nova Iorque será de 1 hora com...,SoNoticiaBoa,pos
193,Tem superlua este mês: maior e mais brilhante,SoNoticiaBoa,pos
194,Escócia será 1º país a distribuir absorventes menstruais de graça,SoNoticiaBoa,pos
195,1º país dá transporte público gratuito para melhorar trânsito,SoNoticiaBoa,pos
196,Sai da área de guerra pai sírio que brincava com filha...,SoNoticiaBoa,pos
197,Bebê que nasceu com coronavírus é declarado livre da doença,SoNoticiaBoa,pos
198,Veterinária faz asas novas para papagaio mutilado voar,SoNoticiaBoa,pos
199,Cão desaparecido há 13 anos volta pra casa. Estava a 400...,SoNoticiaBoa,pos
200,Mergulhadores nadam com anaconda de 7 metros. Assista,SoNoticiaBoa,pos
201,Modelo down comemora sucesso na New York Fashion Week. Vídeo,SoNoticiaBoa,pos
202,Time inglês é o 1º a adaptar treinos ao ciclo menstrual...,SoNoticiaBoa,pos
203,Paciente toca violino na cirurgia e médicos retiram tumor cerebral,SoNoticiaBoa,pos
204,MIT cria fralda inteligente que avisa quando bebê faz xixi,SoNoticiaBoa,pos
205,10 ensinamentos do homem mais rico do mundo para negócios,SoNoticiaBoa,pos
206,Cachorrinha salva do piche por voluntários está irreconhecível,SoNoticiaBoa,pos
207,Dono da Amazon doa US$ 10 bi para combate às mudanças...,SoNoticiaBoa,pos
208,Jackie Chan oferece R$ 620 mil para cura do coronavirus,SoNoticiaBoa,pos
209,Miss Alemanha acaba com desfile de biquini e idade limite é...,SoNoticiaBoa,pos
210,Pai dá curso de penteados para ficar mais com a filha...,SoNoticiaBoa,pos
211,Pesquisadores acham sementes de 2 mil anos e revivem árvore romana,SoNoticiaBoa,pos
212,Filhotes de leão branco nascem em zoo que preserva espécies em...,SoNoticiaBoa,pos
213,Programa barato forma presos na universidade e só 2% voltam ao...,SoNoticiaBoa,pos
214,"Austrália anuncia que incêndios estão controlados, após chuva forte",SoNoticiaBoa,pos
215,Segredo do homem mais velho do mundo: “sorrir e não ter...,SoNoticiaBoa,pos
216,Coronavírus: China entrega 2º hospital construído em 10 dias,SoNoticiaBoa,pos
217,Astronauta Christina chega à terra após bater recorde feminino no espaço,SoNoticiaBoa,pos
218,Filme sobre David Bowie já está sendo gravado: Stardust,SoNoticiaBoa,pos
219,Pai que recebeu medula do filho está livre do câncer e...,SoNoticiaBoa,pos
220,Estado paga R$ 2 mil para donos trocarem grama por flores...,SoNoticiaBoa,pos
221,"Perfume de rosas melhora aprendizado em 30%, diz estudo",SoNoticiaBoa,pos
222,Mulher de Kobe Bryant anuncia fundo para ajudar vítimas do acidente,SoNoticiaBoa,pos
223,Sobrevivente de câncer de útero que não podia ter filhos dá...,SoNoticiaBoa,pos
224,"Rapaz vende tudo, viaja o mundo com furão e vence depressão",SoNoticiaBoa,pos
225,Quer morar na Itália? Cidade vende casas por R$ 5,SoNoticiaBoa,pos
226,Biólogo cria sacola que cai no mar e vira comida para...,SoNoticiaBoa,pos
227,"Precisamos respirar notícias boas, pede Papa em Dia Mundial das Comunicações",SoNoticiaBoa,pos
228,Países menos corruptos do mundo: veja o ranking,SoNoticiaBoa,pos
229,Filha encontra pai biológico após 56 anos com aviso do Facebook,SoNoticiaBoa,pos
230,Gêmeas separadas na maternidade se encontram após 15 anos no Twitter,SoNoticiaBoa,pos
231,Pesquisa elege o melhor país para se viver em 2020,SoNoticiaBoa,pos
232,Jovem abriga em casa cangurus órfãos após incêndios na Austrália: vídeo,SoNoticiaBoa,pos
233,Chuva cai pelo 2º dia e ajuda bombeiros a apagar fogo...,SoNoticiaBoa,pos
234,Papa nomeia 1ª mulher para cargo no governo do Vaticano,SoNoticiaBoa,pos
235,EUA criam primeiro robô “vivo”. Ele se regenera sozinho,SoNoticiaBoa,pos
236,Fazenda urbana sustentável é construída em telhado de universidade,SoNoticiaBoa,pos
237,Combustível feito com algas abastece carro na Europa,SoNoticiaBoa,pos
238,Helicópteros jogam legumes e alimentam animais na Austrália: vídeo,SoNoticiaBoa,pos
239,Homem escreve SOS na neve e é resgatado após 3 semanas:...,SoNoticiaBoa,pos
240,Ópera de Sydney homenageia bombeiros australianos,SoNoticiaBoa,pos
241,Livre do câncer menino é aplaudido por colegas na escola: vídeo,SoNoticiaBoa,pos
242,"Dores físicas e mentais diminuem em quem ajuda os outros, mostra...",SoNoticiaBoa,pos
243,Governo vai plantar 1 milhão de árvores para proteger Machu Picchu,SoNoticiaBoa,pos
244,Bilionário japonês vai doar R$ 36 milhões a seguidores do Twitter:...,SoNoticiaBoa,pos
245,Fotógrafa registra renascimento de florestas devastadas na Austrália,SoNoticiaBoa,pos
246,Mãe tem gêmeos duas vezes no mesmo ano: raridade,SoNoticiaBoa,pos
247,Harry e Meghan se afastam da realeza e anunciam entidade beneficente,SoNoticiaBoa,pos
248,Tem eclipse penumbral da Lua nesta sexta-feira,SoNoticiaBoa,pos
249,Vovô realiza sonho de esquiar aos 92 anos. Vídeo,SoNoticiaBoa,pos
250,Planeta habitável do tamanho da terra é descoberto pela Nasa,SoNoticiaBoa,pos
251,Jovens engenheiros criam máquina que transforma ar em água potável,SoNoticiaBoa,pos
252,2020 com pé direito: casal ganha na loteria e tem filho...,SoNoticiaBoa,pos
253,Portugal é eleito melhor país para se aposentar: ranking 10+,SoNoticiaBoa,pos
254,Maior chuva de estrelas cadentes será esta noite,SoNoticiaBoa,pos
255,Estudante cria armadura que reduz radiação em tratamento de câncer,SoNoticiaBoa,pos
256,Garoto dá tênis a menino que jogava basquete descalço. Viraram amigos,SoNoticiaBoa,pos
257,Papa pede mais conversa e menos celular durante as refeições,SoNoticiaBoa,pos
258,Canadá abre 300 vagas para brasileiros: trabalho e estudo,SoNoticiaBoa,pos
259,Primeiro avião elétrico é testado com sucesso no Canadá,SoNoticiaBoa,pos
260,Principe Harry vira Papai Noel e grava mensagem para crianças órfãs,SoNoticiaBoa,pos
261,Natal terá eclipse parcial do Sol: “anel de fogo”: vídeo,SoNoticiaBoa,pos
262,Novo outdoor purifica o ar: atrai poluentes e transforma em oxigênio,SoNoticiaBoa,pos
263,Homem paga contas atrasadas de 36 famílias pra evitar corte de...,SoNoticiaBoa,pos
264,"Vídeo do Google traz palavras mais buscadas em 2019: heróis, superação...",SoNoticiaBoa,pos
265,Menino ganha prótese inovadora e abraça irmão pela 1ª vez,SoNoticiaBoa,pos
266,Avon determina fim dos testes de produtos em animais,SoNoticiaBoa,pos
267,Marido vira cadeira humana para esposa grávida a espera atendimento. Vídeo,SoNoticiaBoa,pos
268,Garoto se emociona ao reencontrar cão perdido. Assista!,SoNoticiaBoa,pos
269,Quer administrar redes sociais da Rainha Elizabeth? Salário R$ 250 mil,SoNoticiaBoa,pos
270,Melhores amigas se mudam para mesmo lar de idosos: rir juntas,SoNoticiaBoa,pos
271,Médicos reanimam coração de doador morto para transplante,SoNoticiaBoa,pos
272,Empresa abre 100 vagas para brasileiros trabalharem em Portugal,SoNoticiaBoa,pos
273,Baleia gigante nada com surfistas na Califórnia. Assista!,SoNoticiaBoa,pos
274,Greta Thunberg é eleita personalidade do ano pela Revista Time,SoNoticiaBoa,pos
275,Pandas gêmeos nascidos em Berlim são apresentados: dois sonhos,SoNoticiaBoa,pos
276,Homem com Down comemora 77 anos e arruma namorada,SoNoticiaBoa,pos
277,Papai Noel fala na língua de sinais com menina surda e...,SoNoticiaBoa,pos
278,Garotinho de 5 convida turma da escola pra audiência de adoção,SoNoticiaBoa,pos
279,Sai ranking dos países mais generosos do mundo,SoNoticiaBoa,pos
280,Irlanda tira moradores da rua e os transforma em guias de...,SoNoticiaBoa,pos
281,Mãe ‘acorda’ do coma para amamentar filha caçula,SoNoticiaBoa,pos
282,Cadeirante cruza chegada em maratona caminhando com exoesqueleto,SoNoticiaBoa,pos
283,Bombeiros comemoram chuva contra incêndios na Austrália: vídeo,SoNoticiaBoa,pos
284,Veja como proteger o endereço IP do seu computador na internet,SoNoticiaBoa,pos
285,Canguru grata abraça diariamente voluntários que a resgataram. Vídeo,SoNoticiaBoa,pos
286,"Filha ‘pede pizza’ e salva a mãe, vítima de violência doméstica",SoNoticiaBoa,pos
287,Socorrista pula no mar e salva criança após naufrágio: vídeo,SoNoticiaBoa,pos
288,Cão de guarda e girafa viram melhores amigos em lar de...,SoNoticiaBoa,pos
289,Homem que teve AVC volta a conversar depois de ver seu...,SoNoticiaBoa,pos
290,População de baleia jubarte sobe de 450 para 25 mil,SoNoticiaBoa,pos
291,Jovem transforma Garrafas PET em canoas para pescadores carentes,SoNoticiaBoa,pos
292,Menina autista que sofria bullying tem QI superior ao de Einstein,SoNoticiaBoa,pos
293,Homem salta da cadeira de rodas pra salvar gato preso em...,SoNoticiaBoa,pos
294,Papa inaugura abrigo para necessitados em frente ao Vaticano,SoNoticiaBoa,pos
295,Papa almoça com 1.500 necessitados no Dia Mundial da Pobreza,SoNoticiaBoa,pos
296,Qual o dia certo para montar árvore de Natal em 2019?,SoNoticiaBoa,pos
297,Voluntários se unem e vão para as ruas limpar Veneza após...,SoNoticiaBoa,pos
298,Dia Mundial da Gentileza: ser gentil pode prolongar sua vida,SoNoticiaBoa,pos
299,Estudo de mudanças climáticas será obrigatório nas escolas italianas,SoNoticiaBoa,pos
300,Gato herói salva bebê prestes a cair de escadaria. Vídeo,SoNoticiaBoa,pos
301,Colunas do carro atrapalham sua visão? Jovem de 14 resolveu o...,SoNoticiaBoa,pos
302,Bailarina negra comemora chegada de sapatilhas com seu tom de pele,SoNoticiaBoa,pos
303,Rainha Elizabeth abandona pele de animais em roupas: exemplo de Meghan,SoNoticiaBoa,pos
304,Jogadoras e jogadores da Seleção da Austrália terão salários iguais,SoNoticiaBoa,pos
305,Fonoaudióloga ensina cão a ‘falar’: já aprendeu 29 palavras. Assista,SoNoticiaBoa,pos
306,Idosa reencontra judeus que escondeu e salvou de nazistas há 70...,SoNoticiaBoa,pos
307,"Microsoft dá folga toda 6ª feira, reduz custos e aumenta produtividade",SoNoticiaBoa,pos
308,Roger Federer bate meta: educação e comida para 1 milhão de...,SoNoticiaBoa,pos
309,Homem ganha US$ 1 milhão na loteria pela segunda vez,SoNoticiaBoa,pos
310,Homem reencontra família biológica após 30 anos de procura: vídeo,SoNoticiaBoa,pos
311,"Bebê acorda do coma e sorri para o pai, após 7...",SoNoticiaBoa,pos
312,Caminhões vão usar biogás do lixo que coletam no Canadá,SoNoticiaBoa,pos
313,Jovem recebe resposta linda do novo dono do celular do pai...,SoNoticiaBoa,pos
314,Padre dançarino surpreende e dança com torcida de escola. Vídeo,SoNoticiaBoa,pos
315,Garoto de 12 anos tem surpresa no último dia de quimio....,SoNoticiaBoa,pos
316,App dá viagem de graça para quem vai fazer entrevista de...,SoNoticiaBoa,pos
317,"Noiva “que nunca mais andaria”, entra na igreja caminhando. Assista!",SoNoticiaBoa,pos
318,"Um a um, jogadores de futebol levam rosas a garota com...",SoNoticiaBoa,pos
319,Homem com câncer ganha quase R$ 800 mil na loteria,SoNoticiaBoa,pos
320,Garotinha surda de nascença se emociona ao ouvir os pais pela...,SoNoticiaBoa,pos
