,titulo,portal,sentiment
33,Tumulto em peregrinação xiita no Iraque causa 31 mortes,Veja,neg
34,Depois da tragédia: indenizações da Vale movimentam economia de Brumadinho,Veja,neg
35,"Ao fazer ‘piada’ com queda de avião, Felipão atinge seu próprio elenco",Veja,neg
36,Chapecoense sofre primeira condenação trabalhista por tragédia na Colômbia,Veja,neg
37,CPI da Vale no Senado pede o indiciamento de 14 pessoas e duas empresas,Veja,neg
38,"Chuvas torrenciais matam 61 pessoas e 6,7 milhões na China",Veja,neg
39,Duas meninas brasileiras morrem em deslizamento de rocha no Chile,Veja,neg
40,Governo de Moçambique estima 160 mil afetados após novo ciclone,Veja,neg
41,A segunda vítima,Veja,neg
42,Encontrada a última vítima fatal da tragédia de Muzema,Veja,neg
43,Número de mortos no desabamento na Muzema sobe para 22,Veja,neg
44,Sobreviventes cariocas vão a Paris para receber solidariedade de Bolsonaro,Veja,neg
45,Rio: sobe para quinze o total de mortos em desabamentos na Muzema,Veja,neg
46,Corpo é encontrado em escombros de prédios no RJ; total de mortos vai a 10,Veja,neg
47,Sobe para cinco número de mortos em desabamento de prédios no Rio,Veja,neg
48,Witzel lamenta desabamento que deixou ao menos dois mortos no RJ,Veja,neg
49,Número de mortos por ciclone no sudeste africano chega a 946,Veja,neg
50,Lucro da Vale cresce 46% e vai a R$ 26 bilhões em 2018,Veja,neg
51,Governo brasileiro enviará equipes de resgate e ajuda a Moçambique,Veja,neg
52,Professores relataram agressão física ou verbal em escola de Suzano,Veja,neg
53,Três vítimas do ataque na escola em Suzano recebem alta de hospitais,Veja,neg
54,Veja Saúde: Como o massacre de Suzano impacta a saúde mental,Veja,neg
55,"Sob aplausos, coordenadora de colégio é sepultada em Suzano",Veja,neg
56,3º suspeito de participar de ataque a escola em Suzano é ouvido pelo MP,Veja,neg
57,Os oito rostos da tragédia,Veja,neg
58,Brumadinho: MP diz que tragédia poderia ter sido evitada; mortes vão a 200,Veja,neg
59,Procon recomenda que Gol suspenda voos com Boeing envolvido em acidente,Veja,neg
60,"Membros da ONU, de ONGs e turistas estão entre vítimas de acidente",Veja,neg
61,Gol diz que vai continuar usando Boeing envolvido em acidente na Etiópia,Veja,neg
62,Caixas-pretas de avião que caiu na Etiópia são recuperadas,Veja,neg
63,"Um mês após tragédia, apenas uma família aceitou proposta do Flamengo",Veja,neg
64,MP apura se Vale trocou auditor para liberar barragem de Brumadinho,Veja,neg
65,Conselho da Vale decide demitir presidente Fabio Schvartsman,Veja,neg
66,"Ciclo decadente da mineração vai gerar mais tragédias, indica estudo",Veja,neg
67,Tragédia em Brumadinho completa um mês com 131 desaparecidos,Veja,neg
68,Exames detectam metais no sangue de 4 bombeiros em Brumadinho,Veja,neg
69,Vale informa medidas para conter rejeitos de barragem em Brumadinho,Veja,neg
70,Profissionais do resgate em Brumadinho terão saúde monitorada por 20 anos,Veja,neg
71,Brumadinho: Grávida hospedada em pousada perto da barragem é identificada,Veja,neg
72,Sobe para 169 o número de mortos identificados em Brumadinho,Veja,neg
73,Mais dois corpos localizados em Brumadinho,Veja,neg
74,"Governo libera empréstimo de R$ 62 mi a Brumadinho, mas prefeito recusa",Veja,neg
75,Incêndio no CT do Flamengo: A esperança que se foi,Veja,neg
76,Prisões aumentam pressão em área operacional da Vale em MG,Veja,neg
77,A esperança que se foi,Veja,neg
78,A história está ainda pior,Veja,neg
79,"Fracassa nova tentativa de acordo entre Vale, MP e governo de MG",Veja,neg
80,"Vale não pode ser condenada ‘por um acidente’, diz presidente da empresa",Veja,neg
81,Brumadinho: revisão dos Bombeiros pode reduzir o número de desaparecidos,Veja,neg
82,Governo discute não liberar FGTS para vítimas de Brumadinho,Veja,neg
83,Buscas em Brumadinho entram em fase ‘mais mecanizada’,Veja,neg
84,Primeiras vítimas do incêndio no Ninho do Urubu são enterradas,Veja,neg
85,CEO do Flamengo cita ‘picos de energia’ e diz que incêndio foi ‘acidente’,Veja,neg
86,Dois jovens feridos em incêndio no Ninho do Urubu estão fora de perigo,Veja,neg
87,"Primo de Samuel, vítima do incêndio no Flamengo: ‘Ele só queria brincar’",Veja,neg
88,IML confirma identidade de quatro de 10 corpos de incêndio no Flamengo,Veja,neg
89,"Em silêncio, diretoria do Flamengo se reúne após tragédia",Veja,neg
90,"Sem alvará de CT, prefeitura multou Flamengo 30 vezes e ordenou interdição",Veja,neg
91,"‘Lamentável que durmam em um contêiner’, diz tio de jogador morto",Veja,neg
92,O que se sabe sobre o incêndio no CT do Flamengo,Veja,neg
93,Vídeo feito por moradores mostra o momento do incêndio no CT do Flamengo,Veja,neg
94,B3 exclui ações da Vale de índice de sustentabilidade por Brumadinho,Veja,neg
95,Nem Marianas nem Brumadinhos,Veja,neg
96,Leitor,Veja,neg
97,Não há mais,Veja,neg
98,Brincando com o perigo,Veja,neg
99,"Brasil investiu menos em inspeção de barragens após Mariana, diz CNDH",Veja,neg
100,Governo determina suspensão de operações em duas barragens da Vale em MG,Veja,neg
101,Cidade de MG decreta situação de emergência por lama no Rio Paraopeba,Veja,neg
102,Número de mortes no desastre de Brumadinho sobe para 134,Veja,neg
103,Presidente de entidade que reúne mineradoras renuncia ao cargo,Veja,neg
104,Chuva suspende buscas por vítimas em Brumadinho,Veja,neg
105,A foto mais bonita,Veja,neg
106,A fuga na avalanche,Veja,neg
107,Barragem em Brumadinho rompeu três dias após inspeção da Vale,Veja,neg
108,‘A vida em primeiro lugar’,Veja,neg
109,‘O Brasil pode contar conosco’,Veja,neg
110,"‘Era uma casa linda, mas acabou’",Veja,neg
111,O medo de encontrar amigos,Veja,neg
112,Bombeiros fazem homenagem às vítimas da tragédia em Brumadinho,Veja,neg
113,Vídeo mostra momento em que lama invade instalações da Vale,Veja,neg
114,Brumadinho é alerta para empresas não negligenciarem os riscos,Veja,neg
115,Documento da Vale alertava para risco a refeitório em caso de rompimento,Veja,neg
116,As histórias por trás de um resgate de helicóptero em Brumadinho,Veja,neg
117,Quando aprenderemos?,Veja,neg
118,Carta ao Leitor: O emblema da sirene,Veja,neg
119,"Multa máxima de agência a mineradoras subirá de R$ 3,2 mil para R$ 3,4 mil",Veja,neg
120,Rainha Elizabeth publica mensagem em apoio a vítimas de Brumadinho,Veja,neg
121,Vale vai repassar R$ 80 milhões para Brumadinho ao longo de dois anos,Veja,neg
122,Vale contrata escritório de advocacia para investigar Brumadinho,Veja,neg
123,Rompimento de barragem destruiu o equivalente a 378 campos de futebol,Veja,neg
124,Recursos bloqueados da Vale superam os gastos após tragédia de Mariana,Veja,neg
125,Vale monta estrutura para atender animais resgatados em Brumadinho,Veja,neg
126,"Após quatro dias, militares de Israel deixam resgate em Brumadinho",Veja,neg
127,Vale começa a cadastrar parentes de vítimas para repasses de R$ 100 mil,Veja,neg
128,Rio em Brumadinho está contaminado com metais pesados; lama correu 100 km,Veja,neg
129,Casal vítima da lama veio da Austrália para anunciar gravidez à família,Veja,neg
130,Bombeiros: Notícias falsas atrapalham buscas em Brumadinho,Veja,neg
131,Caso Sala: destroços de avião são encontrados em praia da França,Veja,neg
132,Sobe para 51 o número de vítimas identificadas em Brumadinho,Veja,neg
133,1/4 das barragens de rejeitos de minério com alto risco são da Vale,Veja,neg
134,Bombeiros: Ainda não é a hora de encerrar buscas em Brumadinho,Veja,neg
135,País tem só 35 fiscais para monitorar 790 barragens de mineração,Veja,neg
136,"Preso nesta terça, engenheiro foi premiado em gestão de risco de barragens",Veja,neg
137,Secretaria de MG emite alerta sobre riscos à saúde por contato com rejeito,Veja,neg
138,Giro Veja: Corpos de vítimas são enterrados em Brumadinho,Veja,neg
139,Rompimento de barragem deixa indígenas com baixa oferta de água potável,Veja,neg
140,Número de desaparecidos após tragédia de Brumadinho sobe para 288,Veja,neg
141,"Desde Mariana, Vale acumula R$ 390,1 milhões em multas não pagas",Veja,neg
142,Onyx diz que ‘não há condição’ de governo intervir na Vale,Veja,neg
143,Juíza diz que prisão é imprescindível para investigação de rompimento,Veja,neg
144,Doze corpos foram retirados de dois ônibus com trabalhadores da Vale,Veja,neg
145,Governo quer remoção de instalações com trabalhadores perto de barragens,Veja,neg
146,Engenheiros e funcionários da Vale responsáveis por barragem são presos,Veja,neg
147,Buscas seguem em Brumadinho após indícios de que refeitório foi localizado,Veja,neg
148,Dona de pousada destruída pela lama em Brumadinho tem corpo identificado,Veja,neg
149,"Brumadinho é o maior desastre com barragens da década, aponta OIT",Veja,neg
150,Defesa Civil: doações para vítimas em Brumadinho não são mais necessárias,Veja,neg
151,Incêndio da boate Kiss completa 6 anos sem julgamento de réus,Veja,neg
152,Avião com militares de Israel chega ao Brasil para colaborar em Brumadinho,Veja,neg
153,"Doações arrecadadas para Brumadinho são suficientes, diz Defesa Civil",Veja,neg
154,Número de mortos em Brumadinho sobe para 58,Veja,neg
155,O inconsequente bloqueio de recursos da Vale,Veja,neg
156,Número de mortos em Brumadinho subiu para 37,Veja,neg
157,Israel posta imagens dos militares que ajudarão em Brumadinho,Veja,neg
158,"Tragédia de Brumadinho não é acidente, afirma Procuradoria",Veja,neg
159,Justiça de Minas bloqueia outros 5 bilhões de reais da Vale,Veja,neg
160,Familiares de funcionários de Inhotim estão entre os desaparecidos,Veja,neg
161,O que se sabe até agora sobre o desastre em Brumadinho,Veja,neg
162,"Para coordenador de projeto em MG, nada mudou desde tragédia de Mariana",Veja,neg
163,Barragem de Brumadinho era considerada de ‘baixo risco’ pelo governo,Veja,neg
164,"Três anos depois, Brumadinho repete cenas da tragédia ambiental de Mariana",Veja,neg
165,Secretariado de Zema a caminho de Brumadinho,Veja,neg
166,Polícia encerra busca por avião que levava o atacante Emiliano Sala,Veja,neg
167,"‘Me arrependo de ter comprado arma’, diz pai de vítima de tiro acidental",Veja,neg
168,Tempestade tropical mata 22 e deixa 3 desaparecidos nas Filipinas,Veja,neg
169,Triste destino,Veja,neg
170,"Sob risco de segundo tsunami, Indonésia aumenta nível de alerta",Veja,neg
171,Falha mecânica provocou queda de helicóptero que matou dono do Leicester,Veja,neg
172,Vídeos mostram queda de avião na Zona Norte de São Paulo,Veja,neg
173,Queda de avião mata quatro pessoas no interior de MG,Veja,neg
174,Deslizamento em Niterói: bombeiros confirmam duas pessoas sob os escombros,Veja,neg
175,Deslizamento mata ao menos 15 pessoas em Niterói; buscas seguem,Veja,neg
176,Tragédia de Mariana faz três anos e vítimas ainda não têm casa própria,Veja,neg
177,Os sapatinhos coloridos,Veja,neg
178,Vídeo mostra pane e queda de helicóptero do dono do Leicester,Veja,neg
179,"Jogadores do Leicester se despedem do dono do clube, morto em acidente",Veja,neg
180,Trem atropela multidão na Índia e deixa pelo menos cinquenta mortos,Veja,neg
181,"Samarco volta a operar em 2020, diz presidente da Vale",Veja,neg
182,Acidente com limusine deixa 20 mortos perto de Nova York,Veja,neg
183,Centenas de vítimas ainda estão soterradas após catástrofes na Indonésia,Veja,neg
184,"Mais de 135 mortos em naufrágio na Tanzânia, dizem autoridades",Veja,neg
185,Abertura de represa na Nigéria causa inundações e deixa 21 mortos,Veja,neg
186,Polícia australiana encontra cinco corpos em casa de Perth,Veja,neg
187,FOTOS: Incêndio destrói Museu Nacional no Rio de Janeiro,Veja,neg
188,Represa se rompe e mais de 63 mil pessoas deixam suas casas em Mianmar,Veja,neg
189,Porto Rico eleva de 64 para 2.975 número de mortes no furacão Maria,Veja,neg
190,Projetista de ponte que desabou em Gênova alertou sobre riscos há 40 anos,Veja,neg
191,"Terremoto de 6,9 graus na Indonésia deixa pelo menos 2 mortos",Veja,neg
192,Itália vai revogar concessão de empresa responsável por ponte que desabou,Veja,neg
193,Tragédia em Gênova: Caindo do alto de quinze andares,Veja,neg
194,Parentes de vítimas da tragédia de Gênova recusam cerimônia oficial,Veja,neg
195,Caindo do alto de quinze andares,Veja,neg
196,Equipes de resgate seguem buscando desaparecidos em escombros de ponte,Veja,neg
197,Itália decreta estado de emergência em Gênova após desabamento de ponte,Veja,neg
198,Número de mortos em desabamento de ponte na Itália sobe para 39,Veja,neg
199,Vídeos e fotos mostram desabamento de viaduto em Gênova,Veja,neg
200,Ponte desaba em Gênova e deixa ao menos 35 mortos,Veja,neg
201,Vídeo mostra crianças brincando antes de bombardeio no Iêmen,Veja,neg
202,Número de mortos em terremoto na Indonésia sobe para 436,Veja,neg
203,Desabamento em festival deixa mais de 300 feridos na Espanha,Veja,neg
204,Ataque a ônibus com crianças deixa dezenas de mortos no Iêmen,Veja,neg
205,Segundo terremoto deixa 91 mortos na Indonésia,Veja,neg
206,Explosão perto do aeroporto de Bolonha deixa três mortos e 67 feridos,Veja,neg
207,"‘Esqueletão’ pode desabar no centro de Porto Alegre, diz promotoria",Veja,neg
208,Alpinistas presos após terremoto na Indonésia são resgatados,Veja,neg
209,FOTOS: Incêndios florestais devastam o norte da Califórnia,Veja,neg
210,Mais de 500 ficam presos em área de vulcão após terremoto na Indonésia,Veja,neg
211,Número oficial de mortos por incêndios na Grécia chega a 91,Veja,neg
212,Incêndio na Califórnia já causou cinco mortes após sete dias,Veja,neg
213,Laos retira 10.000 pessoas afetadas por rompimento de represa,Veja,neg
214,Operador de escavadeira dos bombeiros morre em incêndios na Califórnia,Veja,neg
215,Nem o mar salvou,Veja,neg
216,Brasileira e filha morrem após cair do 21º andar de prédio no Uruguai,Veja,neg
217,Gregos usam TV e rádio para localizar desaparecidos após incêndios,Veja,neg
218,Número de mortos em incêndios florestais na Grécia sobe para 79,Veja,neg
219,Rompimento de represa faz 6.000 pessoas perderem suas casas no Laos,Veja,neg
220,Incêndio florestal deixa mais de setenta mortos na Grécia,Veja,neg
221,Sobe para 135 o número de mortos por erupção de vulcão na Guatemala,Veja,neg
222,Nove vítimas de naufrágio de barco turístico nos EUA eram da mesma família,Veja,neg
223,Acidente com barco turístico nos EUA deixa 17 mortos,Veja,neg
224,Adolescente é resgatado depois de 9 dias preso dentro de mina na Bolívia,Veja,neg
225,"‘Tentava encher o estômago com água’, diz jovem tailandês resgatado",Veja,neg
226,Iceberg se aproxima de aldeia na Groenlândia e deixa população em alerta,Veja,neg
227,"Internados, garotos fazem sinais com as mãos para dizer que estão bem",Veja,neg
228,Vídeos mostram resgate e os meninos tailandeses no hospital,Veja,neg
229,Quais são os impactos psicológicos de passar quase 20 dias em uma caverna?,Veja,neg
230,Número de mortos por fortes chuvas no Japão chega a 155,Veja,neg
231,Todos os doze meninos e o treinador estão fora da caverna na Tailândia,Veja,neg
232,Tailândia: garotos resgatados hoje estão mais saudáveis do que os de ontem,Veja,neg
233,Sobe para 103 número de mortos por causa de chuvas torrenciais no Japão,Veja,neg
234,"Tailândia: menino resgatado em estado grave está melhor, diz jornal",Veja,neg
235,Tailândia: chega a oito o número de meninos resgatados de caverna,Veja,neg
236,Resgate de jovens de caverna é retomado na Tailândia,Veja,neg
237,Descarrilamento de trem na Turquia mata 10 e deixa mais de 70 feridos,Veja,neg
238,Chuvas torrenciais matam 112 pessoas no Japão,Veja,neg
239,Resgate de meninos em caverna da Tailândia será retomado nesta 2ª,Veja,neg
240,Saída de time tailandês de caverna por mergulho ‘não é aconselhável’,Veja,neg
241,Elon Musk oferece ajuda para resgatar meninos em caverna na Tailândia,Veja,neg
242,Quem são os integrantes do time de futebol preso na caverna da Tailândia?,Veja,neg
243,Morte de mergulhador expõe riscos de resgate em caverna na Tailândia,Veja,neg
244,Adolescentes presos em caverna na Tailândia se comunicam com familiares,Veja,neg
245,Dois meninos e técnico de time tailandês sofrem de exaustão,Veja,neg
246,Inundações diminuem e esperança de resgate de meninos na Tailândia aumenta,Veja,neg
247,Por que é tão difícil resgatar os jovens presos na caverna da Tailândia?,Veja,neg
248,Parentes de tripulação de submarino se acorrentam na Casa Rosada,Veja,neg
249,Ônibus conduzido por menor cai em barranco e deixa 9 mortos na Guatemala,Veja,neg
250,Cubana sobrevivente de acidente aéreo em Havana apresenta melhora,Veja,neg
251,Novo acordo encerra ação de R$ 20 bilhões por tragédia de Mariana,Veja,neg
252,Avião cai em Cuba e deixa mais de cem mortos,Veja,neg
253,Homem de 56 anos é a segunda vítima identificada de desabamento de prédio,Veja,neg
254,Panorama da tragédia,Veja,neg
255,Ex-BBBs pedem doação a desabrigados de prédio que desabou em SP,Veja,neg
256,Presidente non grato,Veja,neg
257,A moral desmoronada,Veja,neg
258,Vidas ao léu,Veja,neg
259,Chapecoense: relatório final diz que falta de combustível causou acidente,Veja,neg
260,Avião cai com turcas após despedida de solteira em Dubai,Veja,neg
261,TJ mantém decisão: réus da Boate Kiss não vão a júri popular,Veja,neg
262,Destroços de avião iraniano são encontrados em região montanhosa,Veja,neg
263,Erro em dado de velocidade pode ter causado queda de avião russo,Veja,neg
264,Avião que caiu na Rússia tinha passado por revisão há um mês,Veja,neg
265,Santa Maria homenageia os mortos da Boate Kiss,Veja,neg
266,As marcas da impunidade,Veja,neg
267,Tragédia da boate Kiss: 5 anos de impunidade,Veja,neg
268,Sobe para 13 o número de mortos no acidente em rodovia de Minas,Veja,neg
269,Jogador da Chapecoense se casa um ano após queda de avião,Veja,neg
270,Morre mais uma vítima do incêndio na creche de Janaúba,Veja,neg
271,Nação em negação,Veja,neg
272,1 ano do acidente da Chapecoense: a tragédia virou drama,Veja,neg
273,Samarco discute demissão de 600 funcionários,Veja,neg
274,Dois anos da tragédia de Mariana: “Não foi acidente. Foi crime”,Veja,neg
275,Juiz mantém escutas e retoma ação penal em caso Samarco,Veja,neg
276,Empresa tenta extrair ouro em região da tragédia de Mariana,Veja,neg
277,Carta ao Leitor: Os erros e a tragédia,Veja,neg
278,Mariana: dois anos da maior tragédia ambiental do Brasil,Veja,neg
279,Explosão em fábrica de fogos deixa 47 mortos na Indonésia,Veja,neg
280,"Goiânia, 2017: precisamos falar sobre bullying",Veja,neg
281,Sobe para sete o número de crianças mortas em tragédia de MG,Veja,neg
282,Namorada de atirador de Las Vegas nega conhecimento de ataque,Veja,neg
283,Las Vegas: fotos mostram interior do quarto de hotel após ataque,Veja,neg
284,iPhone pode ter salvo vida de mulher em ataque de Las Vegas,Veja,neg
285,Polícia já identificou 56 vítimas do ataque em Las Vegas,Veja,neg
286,Las Vegas: 19 armas e explosivos encontrados na casa do atirador,Veja,neg
287,Route 91 Harvest: o festival country transformado em tragédia,Veja,neg
288,Cidades de Porto Rico continuam isoladas após furacão Maria,Veja,neg
289,Chega a 293 o número de mortos em terremoto no México,Veja,neg
290,Terremoto no México: A dor de perto,Veja,neg
291,Imagem da semana: A dor de perto,Veja,neg
292,Produtores de filme de Tom Cruise processam empresa por acidente,Veja,neg
293,Sobe o número de mortos no naufrágio do Pará,Veja,neg
294,Tragédia na Bahia: Marinha revisa número de mortos em naufrágio,Veja,neg
295,Tragédia na Bahia: embarcação vira e deixa 22 mortos,Veja,neg
296,“Estou pronto”,Veja,neg
297,Tragédia de Mariana: Justiça suspende processo por homicídio,Veja,neg
298,Cães viram heróis em tragédia na China,Veja,neg
299,Incêndio florestal em Portugal mata mais de 60 pessoas,Veja,neg
300,Toureiro espanhol Iván Fandiño morre após chifrada,Veja,neg
301,Morte violenta de agente de Cristiano Araújo comove sertanejos,Veja,neg
302,Desabamento de prédio deixa 20 mortos na Colômbia,Veja,neg
303,Mariana: águas subterrâneas da bacia Rio Doce estão contaminadas,Veja,neg
304,Papa Francisco expressa sua dor por tragédia na Colômbia,Veja,neg
305,Deslizamento na Colômbia deixa mais de 250 mortos,Veja,neg
306,Americano que atirou em si mesmo recebe transplante de rosto,Veja,neg
307,“Anjo da Chape” tem a casa reformada após ajudar em acidente,Veja,neg
308,"Viva a teoria política, não a conspiratória",Veja,neg
309,Trump assume com discurso populista e agressivo,Veja,neg
310,"Avião que transportava Teori não tinha caixa-preta, diz FAB",Veja,neg
311,Queda de avião turco deixa ao menos 37 mortos,Veja,neg
312,A avaliação do ministro da Justiça sobre o massacre de Manaus,Veja,neg
313,Viúvas fazem homenagens um mês após tragédia da Chapecoense,Veja,neg
314,Presidente da Chapecoense lembra um mês de tragédia aérea,Veja,neg
315,Follmann recebe o apoio de atleta paralímpico no hospital,Veja,neg
316,Queda de avião russo: equipes resgatam 11 corpos de vítimas,Veja,neg
317,CBF confirma amistoso entre Brasil e Colômbia no Engenhão,Veja,neg
318,Tragédia da Chapecoense: a recuperação surpreende,Veja,neg
319,Alan Ruschel é o primeiro sobrevivente de tragédia a ir para casa,Veja,neg
320,"A primeira foto de Neto após a tragédia: ‘Obrigado, Colômbia!’",Veja,neg
321,Chapecoense já tem seu primeiro reforço para 2017,Veja,neg
322,Goleiro Jackson Follmann deixa a UTI em São Paulo,Veja,neg
323,Avalanche mata ciclista de 20 anos nos Alpes Franceses,Veja,neg
324,Chapecoense contrata técnico Vagner Mancini,Veja,neg
325,CBF confirma amistoso beneficente para ajudar Chapecoense,Veja,neg
326,Chapecoense: lateral e jornalista já podem deixar leito,Veja,neg
327,"O luto em Chapecó, pelo olhar da reportagem",Veja,neg
328,Ex-jogador do Barcelona se oferece para atuar pela Chapecoense,Veja,neg
329,Noiva que morreu sonhava em chegar de helicóptero ao casamento,Veja,neg
330,"‘Não foi uma boa ideia do piloto’, diz comissário da Lamia",Veja,neg
331,"Internado, lateral da Chape melhora e pede até churrasco",Veja,neg
332,‘Anjo’ do desastre da Chapecoense conta como ajudou nas buscas,Veja,neg
333,Aviões da FAB com corpos das vítimas começam deixar Medellín,Veja,neg
334,Pai de vítima reclama de ter de ir até Temer: `Falta de respeito`,Veja,neg
335,Velório coletivo em Chapecó muda para sábado,Veja,neg
336,CBF confirma Chapecoense x Atlético-MG pelo Brasileirão,Veja,neg
337,Companhia aérea boliviana é suspensa após tragédia,Veja,neg
338,Atlético renuncia a partida contra Chapecoense na última rodada,Veja,neg
339,"Velório deve ocorrer na sexta-feira, com torcida na arquibancada",Veja,neg
340,"Goleiro tem estado mais grave, segundo boletim da Chapecoense",Veja,neg
341,Chapecoense quer ajuda de clubes – e também da Globo,Veja,neg
342,Programa de sócios-torcedores da Chapecoense dispara,Veja,neg
343,Petição quer rebatizar Sul-Americana de ‘Copa Chapecoense’,Veja,neg
344,Corpos devem ser transferidos ao Brasil ainda nesta semana,Veja,neg
345,Chapecoense ganha homenagem do Guns ‘N’ Roses em vídeo,Veja,neg
346,Tragédia da Chapecoense: sobrevivente ficou em posição fetal,Veja,neg
347,Chapecoense: a maior tragédia do esporte,Veja,neg
348,"Genial em campo, Mário Sérgio deixa ‘futebol arte’ como legado",Veja,neg
349,"Morto em acidente, câmera da Globo começou como porteiro do SBT",Veja,neg
350,Caixas pretas do avião da Chapecoense são encontradas,Veja,neg
351,O poema de Drummond e os mortos de Medellín,Veja,neg
352,Palmeiras pede à CBF para jogar com a camisa da Chapecoense,Veja,neg
353,"Sobrevivente, jornalista telefona para tranquilizar a família",Veja,neg
354,Piloto do avião da Chapecoense orbitava em busca de solução,Veja,neg
355,Luto no futebol: Avião da Chapecoense cai na Colômbia,Veja,neg
356,"Nas redes sociais, clubes trocam foto em homenagem à Chapecoense",Veja,neg
357,Chapecoense: Filho de técnico esqueceu passaporte e não embarcou,Veja,neg
358,Vídeos mostram embarque e último voo da Chapecoense,Veja,neg
359,Anac negou voo direto da Chapecoense para Medellín,Veja,neg
360,China prende 13 por acidente em usina; mortos sobem para 74,Veja,neg
361,Acidente em central elétrica deixa mais de 60 mortos na China,Veja,neg
362,Tragédia familiar,Veja,neg
363,22 pessoas e 4 empresas viram rés por tragédia em Mariana,Veja,neg
364,ONU: ações na tragédia de Mariana são ‘insuficientes’,Veja,neg
365,Acidente com Fokker 100 da TAM completa 20 anos,Veja,neg
366,"Em 3 meses, tragédia do Metrô pode acabar sem culpados",Veja,neg
367,MPF denuncia 22 pessoas por rompimento da barragem de Mariana,Veja,neg
368,Três suspeitos são presos por morte de filha de Tyson Gay,Veja,neg
369,Candidatos à prefeitura de Mariana ignoram tragédia em propostas,Veja,neg
370,Pai da família brasileira esquartejada em Madri acumulava dívidas,Veja,neg
371,Tribunal de Contas da União vê omissão em tragédia de Mariana,Veja,neg
372,Justiça Federal quer perícia em área da Samarco,Veja,neg
373,Equipes ainda buscam dezenas de vítimas de terremoto na Itália,Veja,neg
374,Acordo de R$ 20 bi da Samarco para recuperar Rio Doce é anulado,Veja,neg
375,Quatro réus do incêndio na boate Kiss vão a júri popular,Veja,neg
376,"Governo de MG sabia de obra em barragem da Samarco, diz jornal",Veja,neg
377,Justiça aceita denúncia contra 14 acusados por queda de ciclovia,Veja,neg
378,MP denuncia 14 por mortes após queda de ciclovia no Rio,Veja,neg
379,STJ suspende acordo entre Samarco e União que previa fundo de R$ 20 bi,Veja,neg
380,Bombeiros encontram destroços de helicóptero em SP; 5 morreram,Veja,neg
381,"Obras na barragem causaram a tragédia de Mariana, diz relatório do MP",Veja,neg
382,"Mineradoras cogitaram evacuar Bento Rodrigues em 2012, aponta PF",Veja,neg
383,Carroção para Curitiba,Veja,neg
384,Falha nos freios pode ter causado acidente de ônibus que matou 18 estudantes em rodovia,Veja,neg
385,"Há exatos 44 anos, acidente entre trens matou mais de 20 estudantes de Mogi",Veja,neg
386,"Vale adulterou dados sobre volume de lama depositado, após rompimento de barragem",Veja,neg
387,MP recomenda que Samarco não volte a operar em Mariana,Veja,neg
388,Samarco dá primeiro passo para voltar a operar em Mariana,Veja,neg
