,titulo,portal,sentiment
41,"Solta há 1 ano com localizador, tartaruga nada mais de 2.500 km em um ano",G1,pos
42,Americana usa 7.500 moedas para fazer piso diferente na entrada de casa,G1,pos
43,"É difícil? Sim, é difícil. Mas retomar o diálogo é essencial agora",G1,pos
44,Dia das mães: filhos de circo fazem homenagem surpresa a mães artistas,G1,pos
45,Aquário japonês promove encontros entre espécies durante a pandemia,G1,pos
46,"Tem chá de fraldas, sim, senhor: veja a criatividade de celebrações de dia das mães em tempos de pandemia do coronavírus",G1,pos
47,Nasce primeiro panda gigante na Holanda,G1,pos
48,Museu Britânico libera 280 mil novas fotos de seu acervo com licença aberta,G1,pos
49,Sonhar é preciso,G1,pos
50,"Festa após recuperação, fantasia para abraço surpresa: veja reencontros emocionantes de pais e filhos em tempos de coronavírus",G1,pos
51,Nado brilhante de golfinhos cria espetáculo durante fenômeno marinho,G1,pos
52,Fotógrafo captura relâmpago e arco-íris na mesma foto nos EUA,G1,pos
53,Primeiro mapa superdetalhado mostra nova perspectiva da superfície da Lua,G1,pos
54,Pesquisadores batizam nova espécie de cobra com homenagem a personagem de 'Harry Potter',G1,pos
55,"Cachorros e cavalos se comunicam com expressões faciais durante brincadeiras, aponta estudo",G1,pos
56,Foto de delivery de peixes no Vietnã é grande vencedora de concurso com mais de 36 mil inscrições,G1,pos
57,"
A verdade batendo na cara da gente",G1,pos
58,"Charreata de fraldas, serenata pelo muro e 'sorriso' na máscara: veja ações criativas e solidárias em tempos de coronavírus",G1,pos
59,Ovelha perdida reaparece 'gigante' sem tosa após 7 anos e motiva campanha,G1,pos
60,"Flamingos criam grupinhos de 'melhores amigos' em meio a bando, aponta estudo",G1,pos
61,Vídeos em stop-motion com bonecos ajudam a matar saudade de esportes radicais,G1,pos
62,Piloto usa rota de avião para desenhar coração sobre o céu da capital da Islândia,G1,pos
63,Milhares de flores azuis cobrem colinas inteiras em parque no Japão; FOTOS,G1,pos
64,Os médicos do futuro já não são os mesmos,G1,pos
65,Concurso mundial de fotografia anuncia vencedores; veja galeria,G1,pos
66,"Chá da tarde virtual, maratona em casa, água e sabão para todos: veja ações criativas e solidárias em tempos de coronavírus",G1,pos
67,"Abandonados, cachorra muda e cega e seu irmão 'cão-guia' são adotados nos EUA",G1,pos
68,Homem usa giz e calçada de casa para entreter vizinhos com obras de arte temporárias,G1,pos
69,Pôr do sol cria arco-íris bicolor em praia na Austrália,G1,pos
70,A Páscoa da resiliência ,G1,pos
71,O vírus pergunta: como queremos viver?,G1,pos
72,Fotógrafo consegue imagem rara de harpia e filhote no ninho,G1,pos
73,Orangotangos e lontras criam amizade inesperada em zoo da Bélgica,G1,pos
74,Filhote de urso-negro órfão se recupera em zoo na Califórnia,G1,pos
75,"Cachorrinhos exploram aquário fechado ao público, e vídeo viraliza",G1,pos
76,Outra virose se espalha e salva vidas ,G1,pos
77,"'Cine Janela': grupo projeta filmes em fachada de prédio para moradores em isolamento social, em Salvador",G1,pos
78,Coalas resgatados em 'megaincêndio' na Austrália voltam à natureza 3 meses depois,G1,pos
79,Engenheiro aposentado constrói aeronave artesanal na garagem de casa em Cuba,G1,pos
80,Projeto cria drones para reflorestar áreas desmatadas ,G1,pos
81,Foca resgatada com desidratação é reinserida na natureza nos EUA,G1,pos
82,Idosa de 87 anos costura máscaras em casa e doa para vizinhos no Maranhão,G1,pos
83,Não falta mais tempo. Sobra. É tempo de refletir,G1,pos
84,"Ao som de Mozart, Orquestra do AM simula espetáculo em tutorial de como lavar mãos em prevenção ao coronavírus; Veja vídeo",G1,pos
85,Premiê da Noruega responde dúvidas de crianças sobre o coronavírus em programa de TV ,G1,pos
86,O coletivo e a dignidade na pandemia  ,G1,pos
87,Universitária cria absorvente biodegradável feito com fibra de banana para moradoras de rua,G1,pos
88,Brasília distante do Brasil,G1,pos
89,Motorista de ônibus ajuda passageiro cego a atravessar avenida e imagem viraliza na web; vídeo,G1,pos
90,"Após começar a estudar com livros achados no lixo, gari recebe diploma de doutorado no Ceará",G1,pos
91,Mãe grava reação de filha ao ganhar boneca cadeirante e vídeo viraliza,G1,pos
92,Pizzaria de Nova York usa embalagem de pizzas para divulgar fotos de cães e gatos que precisam de lar,G1,pos
93,Maratonista de 58 anos fez prova de triatlo enquanto enfrentava câncer de cólon ,G1,pos
94,Lavar a alma. Quem não quer?,G1,pos
95,Qual a sua realidade? ,G1,pos
96,Vovó alemã constrói rampas de Lego para combater falta de acessibilidade,G1,pos
97,Miss Alemanha 2020 é eleita por júri formado só por mulheres,G1,pos
98,Quem você enxerga?,G1,pos
99,Veterano militar de 104 anos recebe 70 mil cartas de Dia dos Namorados nos EUA; veja VÍDEO,G1,pos
100,Casal adota recém-nascida e ganha surpresa de passageiros ao voar de volta para casa,G1,pos
101,A influencer de beleza sem pernas e braços,G1,pos
102,Podemos. Vamos? ,G1,pos
103,"Orquestra de Budapeste ajuda surdos a ""ouvirem"" Beethoven pelo toque",G1,pos
104,"
Onde está sua casa?",G1,pos
105,Zoo britânico apresenta filhotes de camaleão-pigmeu do tamanho de ponta de lápis ,G1,pos
106,Cachorro preso em carro na Austrália buzina até o dono voltar; veja o VÍDEO,G1,pos
107,Você se reconhece?,G1,pos
108,Músico leva cinema itinerante aos becos da Maré com dinheiro de reciclagem de óleo de cozinha,G1,pos
109,"
Vamos ao cinema? ",G1,pos
110,"Depois de tanto acasalar e salvar espécie, tartaruga gigante Diego se aposenta em Galápagos",G1,pos
111,Como se manter decente?,G1,pos
112,'Gente do bem': série mostra histórias inspiradoras de voluntários que ajudam quem precisaConheça pessoas que decidiram se doar e mudar para melhor a vida de várias pessoas.,G1,pos
113,O cão que encontrou menino desaparecido e se tornou o 1º cachorro nomeado cabo da PM,G1,pos
114,Série ‘Gente do bem’ mostra histórias inspiradoras de voluntários que ajudam quem precisa,G1,pos
115,Olha que legal: uma retrospectiva com 10 ótimas notícias de 2019,G1,pos
116,Você entendeu 2019?,G1,pos
117,5 atos de bondade que mudaram a história,G1,pos
118,Somos o quê? Gente? ,G1,pos
119,"Empreendedorismo social: 'Tem mais dinheiro do que projeto', diz especialista",G1,pos
120,"Americano decide pagar R$ 18,7 mil em contas atrasadas de 36 famílias",G1,pos
121,Jovem de Curitiba cria 'rota mais segura' para população feminina: 'É normal as mulheres passarem medo ao andar na rua',G1,pos
122,O que você tem dito? ,G1,pos
123,Jovens de Curitiba mantêm ONG que atua no desenvolvimento e na educação de adolescentes e de crianças no Quênia,G1,pos
124,Amigos se reúnem e dão ‘gorjeta de Natal’ de quase R$ 5 mil para garçonete nos EUA,G1,pos
125,O 'gato biônico' que virou estrela nas redes sociais,G1,pos
126,Jovem cria aplicativo para reunir pontos de coleta de lixo em todo o mundo e ajudar catadores de recicláveis,G1,pos
127,Menino de 5 anos ganha prótese de braço e abraça irmão pela primeira vez,G1,pos
128,Universitária cria cursinho pré-vestibular solidário para alunos da rede pública e de comunidade carente de Curitiba,G1,pos
129,Vamos adotar um sorriso?,G1,pos
130,Transfor(A)mar: série de reportagens mostra como atitudes simples e ideias inovadoras podem mudar o mundo,G1,pos
131,'Virar pai me ajudou a aceitar meu autismo',G1,pos
132,Quem é você?,G1,pos
133,"Contra estereótipos de masculinidade, professor cria curso para discutir o que é 'coisa de homem'",G1,pos
134,Preconceitos. Quais são os seus?,G1,pos
135,"Nos EUA, audiência de adoção de garoto de 5 anos tem presença de toda sua sala da escola",G1,pos
136,"Menino de 9 anos corre mais de 190 km, em 33 competições, para ajudar crianças com câncer ",G1,pos
137,O que você deseja?,G1,pos
138,Técnico de futebol na Inglaterra não deixa a surdez atrapalhar seu sonho,G1,pos
139,Eles tinham a dimensão?,G1,pos
140,Dupla encontra aliança de casamento perdida em montanha coberta de neve nos EUA,G1,pos
141,Apaixonar-se é necessário. Vamos? ,G1,pos
142,O veterano de guerra que superou amputação das pernas e virou instrutor internacional de ioga,G1,pos
143,Cadela vira-lata salva gatinhos abandonados no frio do Canadá,G1,pos
144,Menino com daltonismo severo recebe óculos especiais e vê cores pela primeira vez,G1,pos
145,Você se sente unido? ,G1,pos
146,"Homem mais rico do mundo, Jeff Bezos doa US$ 98,5 milhões para ajudar moradores de rua ",G1,pos
147,"Conheça Bear, o cachorro que ajuda a salvar coalas dos incêndios na Austrália",G1,pos
148,Onde estão os negros?,G1,pos
149,Aeroporto de San Francisco tem porquinha para distrair e acalmar passageiros,G1,pos
150,Comunicar é sentir? ,G1,pos
151,Caçadores de tesouros recuperam centenas de garrafas de licor e conhaque da Primeira Guerra Mundial no fundo do mar; veja FOTOS,G1,pos
152,Filhote de cão com rabo 'extra' na testa é resgatado nos EUA,G1,pos
153,Como resistir sorrindo? ,G1,pos
154,FOTOS: Panda passa por tomografia computadorizada em Berlim,G1,pos
155,Vamos nos cuidar?,G1,pos
156,Sonhos.  Quem te ajuda a sustentá-los?,G1,pos
157,Músico consegue recuperar violino de 310 anos esquecido em trem,G1,pos
158,A percepção do absurdo. Percebe?,G1,pos
159,Cachorra ‘presta juramento’ ao assumir cargo em procuradoria nos EUA,G1,pos
160,Mulher com esclerose múltipla escala monte na Austrália carregada em uma cadeira,G1,pos
161,Força. De onde vem a sua? ,G1,pos
162,O que é justo?,G1,pos
163,O que te comove? ,G1,pos
164,"Ele é portador de deficiência, ela não; em canal no YouTube, casal mostra rotina e desafia estereótipos",G1,pos
165,Cães fantasiados participam de desfile de Halloween em Nova York,G1,pos
166,Qual a sua esperança?,G1,pos
167,Michael Jordan inaugura clínica médica gratuita para pessoas de baixa renda nos EUA,G1,pos
168,Como acolher o imprevisível? ,G1,pos
169,"Mulher reencontra cachorro perdido há 12 anos a 1,6 mil km de casa",G1,pos
170,O que somos capazes de amar?,G1,pos
171,Reconstruções. Qual foi a sua hoje?,G1,pos
172,Quanto tempo você tem agora?   ,G1,pos
173,O raro mapa múndi do século 17 encontrado por acaso em uma loja de caridade,G1,pos
174,Tetraplégico move braços e pernas após 4 anos com equipamento controlado pela mente,G1,pos
175,Quando a despedida é um recomeço? ,G1,pos
176,O que determina um futuro?,G1,pos
177,A fisiculturista de 75 anos que começou a levantar pesos para lidar com dor crônica,G1,pos
178,Funcionário de 21 anos cuida sozinho de 90 hóspedes presos em hotel durante enchente nos EUA,G1,pos
179,Casal de baleias retorna para costa da Irlanda 20 anos após ter sido monitorado,G1,pos
180,Palavras vazias não preenchem. Mas roubam? ,G1,pos
181,Oportunidades são sempre uma chance?,G1,pos
182,Aline Midlej,G1,pos
183,"
Empreendedores do Chile oferecem passeios turísticos adaptados a pessoas com deficiência",G1,pos
184,Alunos de escola municipal do Rio utilizam materiais recicláveis para fazer instrumentos ,G1,pos
185,Centenária dá lição de vida com simpatia e humor e revela segredo da longevidade: batata frita,G1,pos
186,Aplicativo reúne programações culturais com acessibilidade em cidades brasileiras,G1,pos
187,"Americano que venceu o câncer duas vezes ganha US$ 4,6 milhões na loteria",G1,pos
188,Menino que sofreu bullying por camiseta improvisada de universidade nos EUA ganha bolsa de estudos,G1,pos
189,Filhote de elefante com prótese em pata ganha novo lar na Tailândia,G1,pos
190,Mensagem em garrafa salva família presa em cachoeira perigosa,G1,pos
191,"Depois de sobreviver ao furacão Dorian, menino de 3 anos é recebido na escola com abraço coletivo dos colegas",G1,pos
192,Vídeo de encontro e abraço entre meninos de 2 anos faz sucesso e vai parar na TV,G1,pos
193,"Aos 77 anos, britânica se torna a pessoa mais velha a dar a volta ao mundo navegando sozinha",G1,pos
194,Fotógrafo captura momento exato em que esquilo cheira uma flor amarela,G1,pos
195,"Após sofrer bullying, menino tem sua versão de camiseta adotada por universidade nos EUA",G1,pos
196,Menino de 6 anos que economizava para ir à Disney usa o dinheiro para dar comida a vítimas do furacão Dorian,G1,pos
197,A estudante russa que descobriu 5 ilhas desconhecidas no Ártico,G1,pos
198,Jovens do Complexo da Maré mostram ensaio fotográfico inédito no Rio,G1,pos
199,"Aos 94 anos, Jimmy Carter voltará a construir casas populares após passar por cirurgia no quadril",G1,pos
200,"Sem nunca ter visitado o Brasil, chef abre food truck de pão de queijo em ilha remota na Austrália",G1,pos
201,Os chips que podem revolucionar a pesquisa médica e diminuir uso de animais de laboratório,G1,pos
202,Jovem autista atinge nível mais alto em escotismo nos EUA,G1,pos
203,Estudo com câmeras de segurança revela que somos mais dispostos a ajudar os outros do que se pensava,G1,pos
204,Filhotes de leopardos raros são apresentados ao público de zoológico em Nova York,G1,pos
205,O primeiro DJ a tocar no espaço,G1,pos
206,Menina de quatro anos bate recorde de escalada de montanhas nos EUA,G1,pos
207,'Canhão de Salmão' facilita migração de peixes interrompida por ações humanas nos EUA,G1,pos
208,Homem recupera quase US$ 23 mil que havia jogado no lixo por engano nos EUA,G1,pos
209,Modelo brasileira com síndrome de Down é capa de revista australiana,G1,pos
210,Jovem presenteia cachorro de vizinha com brinquedos para ajudá-lo a não se sentir sozinho,G1,pos
211,"Com paralisia cerebral, profissional de educação física quebra preconceitos e vira exemplo em academia no Rio",G1,pos
212,"Francês de 72 anos atravessa o Atlântico em um tonel sem motor, levado pelas correntes e pelo vento",G1,pos
213,,G1,pos
214,Dona de casa do Oregon espalha mensagens motivacionais no jardim de casa,G1,pos
215,Centenários se casam após um ano de namoro nos EUA ,G1,pos
216,A menina sem mãos que pinta e ganhou concurso de caligrafia,G1,pos
217,Homem faz ‘serenata’ para vacas com saxofone ,G1,pos
218,Evento monta cinema ao ar livre para crianças no Complexo da Penha,G1,pos
219,,G1,pos
220,,G1,pos
221,A tocante história da enfermeira que adotou garoto com paralisia cerebral abandonado pelos pais,G1,pos
222,Tartaruga ganha prótese feita de Lego após perder patas traseiras; veja vídeo,G1,pos
223,Bailarinos da Maré conquistam vaga em escola de dança na Bélgica,G1,pos
224,'Sou uma personal trainer com paralisia cerebral',G1,pos
225,Jovens ajudam idosos solitários na Alemanha,G1,pos
226,Menino cego toca bateria em show no Japão e mãe se emociona; veja vídeo  ,G1,pos
227,,G1,pos
228,Artistas batem recorde de maior castelo de areia do mundo na Alemanha,G1,pos
229,"Americano usa números de biscoito da sorte e ganha US$ 344,6 milhões na loteria",G1,pos
230,O engenheiro que criou adoçante com resto de milho para pai diabético,G1,pos
231,Adolescente cria miniescavadeira usando seringas e restos de notebook,G1,pos
232,'Menor bebê do mundo' a sobreviver deixa hospital e vai para casa nos EUA,G1,pos
233,Fotógrafo usa drone para criar 'anéis de luz' sobre paisagens naturais,G1,pos
234,O menino de 4 anos que resolve cubos mágicos de olhos fechados,G1,pos
235,Milionário árabe resolve construir casa nova para garoto peruano que estuda na rua porque não há luz onde mora,G1,pos
236,"Para ajudar pais a cuidarem dos cabelos cacheados dos filhos, cabeleireira do DF cria curso gratuito pela internet ",G1,pos
237,Maior estátua de ave do mundo fica na Índia; veja vídeo,G1,pos
238,Fazendeiro faz cesárea em raposa atropelada e salva 4 filhotes,G1,pos
239,Conheça o app brasileiro que foi um dos vencedores de concurso mundial do Google,G1,pos
240,Os impressionantes retratos feitos com máquina de costura por artista indiano,G1,pos
241,Gata adota quatro filhotes órfãos de esquilo,G1,pos
242,"Após adaptação em santuário em SP, ursa exibe novo visual; veja antes e depois",G1,pos
243,Gorilas de santuário aprendem a posar para fotos,G1,pos
244,Projeto de alfabetização leva garis para sala de aula no DF ,G1,pos
245,Bebê estrela ensaio inspirado em 'Game of Thrones' e posa com lobo de pelúcia e dragão de brinquedo,G1,pos
246,'O que descobri ao refazer viagem que minha vó encarou sozinha em 1956',G1,pos
247,Enfermeiro do Samu canta para acalmar paciente com Alzheimer no DF,G1,pos
248,Ciclista adota cachorrinha e a leva nas costas para treinos com bicicleta: 'Foi ela que me escolheu e mudou minha vida',G1,pos
249,Crianças dançam ao som de Jorge Ben Jor na Zâmbia e vídeo viraliza; conheça a história,G1,pos
250,Casal de centenários nos EUA celebra 82 anos de casados,G1,pos
251,Algoritmos que montaram 1ª imagem de um buraco negro foram criados com ajuda de pesquisadora de 29 anos,G1,pos
252,Cachorro ganha prótese adaptada em snowboard para brincar na neve nos EUA,G1,pos
253,A menina que cresceu sonhando com um lar sem goteiras e hoje 'transforma casas' de graça,G1,pos
254,A babá que aprendeu a ler sozinha e hoje faz faculdade de pedagogia,G1,pos
255,Estudantes usam 'lambe-lambes' para combater preconceitos em Aracaju,G1,pos
256,Escola nos EUA tem quase metade das professoras grávidas; VÍDEO,G1,pos
257,"Muito mais que um pet: conheça Prince, um animal de suporte emocional",G1,pos
258,,G1,pos
259,A brasileira por trás de uma comunidade que ensina programação para mulheres em 45 países,G1,pos
260,Projeto oferece imóveis desocupados no Japão a mães solteiras por preços menores,G1,pos
261,Refugiado nigeriano de 8 anos que mora em abrigo nos EUA vence campeonato estadual de xadrez,G1,pos
262,Alunos de faculdade se unem para ajudar vendedora que perdeu carro em chuva,G1,pos
263,Cão perdido em montanha coberta de neve é resgatado com ajuda de helicóptero; veja vídeo,G1,pos
264,"Menino de 10 anos cria 'empresa aérea', e diretor de companhia da Austrália dá conselhos",G1,pos
265,Como a Índia revolucionou a matemática séculos antes do Ocidente,G1,pos
266,,G1,pos
267,‘Avó não foi feita para cuidar de neto’: a aposentada que deixou a família e a casa no Brasil para dar uma volta ao mundo,G1,pos
268,O soldado que por anos manteve um talento em segredo - o balé ,G1,pos
269,Oito centenários comemoram aniversários juntos nos EUA,G1,pos
270,Bailarina faz pole dance em topo de prédio na Rússia,G1,pos
271,Homem de 93 anos tenta bater recorde mundial de quebra-cabeças,G1,pos
272,Estudante cria prótese com Lego para seu braço na Espanha,G1,pos
273,Cachorras buscam ajuda de vizinha e salvam vida de dona nos EUA,G1,pos
274,Como uma bolsa do Prouni e outra do Ciência sem Fronteiras ajudaram gaúcha a virar designer em Dubai,G1,pos
275,"Evento reúne mais de mil golden retrievers na cidade de Golden, nos EUA; veja vídeo",G1,pos
276,Emojis: Como um mesmo símbolo pode significar parabéns e sexo em diferentes culturas,G1,pos
277,"Sapo Romeu, o mais solitário do mundo, finalmente conhece sua parceira Julieta",G1,pos
278,Panda comemora 1º aniversário com bolo em zoológico na Malásia; veja fotos,G1,pos
279,O pequeno país onde são faladas mais de 800 línguas,G1,pos
280,China abre festival com torneio de natação em águas congelantes e esculturas de gelo,G1,pos
281,Destruir para desestressar: a empresa que oferece um carro para você quebrar a marretadas,G1,pos
282,Adestrador de cães dedica parte do dia a ensinar vira-latas sem dono,G1,pos
283,Mulher encontra aliança perdida dentro de panela e se torna amiga de dona da joia,G1,pos
284,Como a Finlândia fabrica roupa com madeira usada,G1,pos
285,Motorista de ônibus escolar compra presentes para 70 alunos nos EUA,G1,pos
286,Pai compra passagens para seis voos para passar Natal com filha comissária nos EUA,G1,pos
287,Norte-americano cruza a Antártica a pé e sozinho pela primeira vez na história,G1,pos
288,10 lições que aprendemos com as notícias mais legais do ano,G1,pos
289,Tatuador cria projeto para ajudar mulheres que tiveram câncer de mama,G1,pos
290,1º Natal em casa: a história da família que adotou seis irmãos de uma só vez e agora tem 22 filhos,G1,pos
291,O 'anjo nigeriano' que paga a conta de pacientes presos em hospitais por não terem dinheiro,G1,pos
292,"Por amor aos livros, moradora do Rio  transforma garagem em biblioteca comunitária",G1,pos
293,'Basta ter oportunidade': indígena brasileira se junta a Mandela e Malala com principal prêmio de direitos humanos da ONU,G1,pos
294,"George Bush pai ajudou criança filipina por dez anos em segredo, revelam cartas",G1,pos
295,"Antes de morrer, vizinho idoso deixa para menina 14 anos de presentes de Natal",G1,pos
296,Cão recebe diploma honorário de universidade nos EUA por ajudar aluna cadeirante,G1,pos
297,"Tumba intocada de 4,4 mil anos é descoberta no Egito: veja como é seu interior",G1,pos
298,,G1,pos
299,Australiana de 102 anos se torna a mais velha paraquedista do mundo,G1,pos
300,Morador de Araras (SP) dedica parte da vida a plantar árvores,G1,pos
301,"Artistas exaltam culturas indígena e latina em murais espalhados por El Paso, no Texas",G1,pos
302,Pesquisadores australianos desenvolvem teste de 10 minutos capaz de detectar câncer,G1,pos
303,Grafiteiro cria projeto de artes marciais para crianças do Rio,G1,pos
304,Golfinhos 'brilham' em meio a plânctons no Mar Mediterrâneo,G1,pos
305,Menino que perdeu dinossauros em incêndio recebe mais de 100 brinquedos pelos correios,G1,pos
306,"Neozelandês surpreende companheira ao pedi-la em casamento fazendo um haka, dança ritual maori; veja vídeo",G1,pos
307,A história por trás da foto viral de um menino na lagoa com duas onças,G1,pos
308,Burro e emu ‘apaixonados’ são adotados juntos por ator de ‘Walking Dead’,G1,pos
309,Dançarina que ficou tetraplégica aos 17 anos cria companhia de dança para cadeirantes no DF,G1,pos
310,Morador de rua encontra R$ 65 mil e entrega a banco de alimentos nos EUA,G1,pos
311,,G1,pos
312,"Pântanos ganham cores do arco-íris, entenda o fenômeno",G1,pos
313,Os cães e gatos que acompanham líderes políticos pelo mundo,G1,pos
314,Escola pública americana instala máquina de livros para incentivar leitura entre alunos,G1,pos
315,,G1,pos
316,Estilista se veste de Mulher Maravilha para fazer trabalho voluntário com crianças em SP: 'Empoderamento',G1,pos
317,Robôs controlados por pessoas com deficiência servem clientes em café no Japão,G1,pos
318,O aeroporto que se tornou sinônimo de paz para jovem com autismo: 'Avistar aviões ajuda a controlar as emoções',G1,pos
319,A premiada casa de bambu que pode ser construída em quatro horas,G1,pos
320,Aluna do 6º ano deixa bilhete avisando que ônibus escolar bateu em carro nos EUA,G1,pos
321,Chinês constrói bicicleta em forma de dragão usando 22 mil palitos de sorvete,G1,pos
322,"Aplicativo de celular identifica com precisão ataques cardíacos potencialmente fatais, diz estudo",G1,pos
323,Garoto divide com colegas do colégio lápis com mensagens de amor e motivação,G1,pos
324,Filme sobre primeira mulher palhaço do país vira espetáculo com três gerações no palco,G1,pos
325,Refeitório dos EUA distribui bananas com frases de incentivo aos alunos ,G1,pos
326,O inovador implante na medula que fez homem com paralisia voltar a andar,G1,pos
327,Menina de 2 anos faz sucesso com fantasia de decapitada no Halloween; veja vídeo,G1,pos
328,Voluntários fazem corrente humana para transportar livros em mudança de livraria comunitária na Inglaterra,G1,pos
329,Algoritmo criado por menino de 13 anos pode ajudar no tratamento de câncer de pâncreas,G1,pos
330,,G1,pos
331,"Para alegrar a neta, avô argentino cria miniatura de ônibus com motor de verdade",G1,pos
332,Zoológico dos EUA mostra imagens curiosas de raio-x dos seus animais,G1,pos
333,A super-roupa que aumenta a mobilidade e ajuda idosos a se locomover,G1,pos
334,Mergulhador ganha abraço de foca em arquipélago na Inglaterra; veja vídeo,G1,pos
335,Vaquinha e solidariedade constroem escola para ajudar índios guarani-kaiowá em MS,G1,pos
336,Pesquisadoras brasileiras criam sorvete que alivia sintomas em pacientes sob quimioterapia,G1,pos
337,"Vendendo desenhos, jovem russo viaja por 20 países para realizar sonho de conhecer a Antártida",G1,pos
338,Brasileiro cria primeiro desenho animado em Libras no YouTube,G1,pos
339,Ave ganha prótese feita com impressora 3D após perder parte do bico,G1,pos
340,'Ajude-nos a casar': noivos bancam casamento com venda de bombons e apoio de passageiros no metrô do Rio,G1,pos
341,A saga de um professor brasileiro em busca de uma viajante misteriosa dos anos 70,G1,pos
342,Cachorrinha com quatro patas amputadas ganha prêmio nos EUA,G1,pos
343,Menino de nove anos recebe homenagem por devolver carteira com dinheiro na Argentina,G1,pos
344,Balanço gigante na China deixa pessoas suspensas sobre abismo a 320 metros de altura; veja vídeo,G1,pos
345,Menino de 7 anos lança livro em Brasília e dá dicas de português na internet,G1,pos
346,'Rir é o melhor remédio': yoga do riso é praticada em hospital público de Brasília,G1,pos
347,,G1,pos
348,Menino com autismo é premiado após ligar para emergência e salvar mãe,G1,pos
349,"Em 6 meses, projeto que oferece aulas grátis em praça de Botafogo salta de 1 para mais de 110 alunos",G1,pos
350,,G1,pos
351,"Filho, sobrinho e irmão de 3 traficantes mortos, jovem celebra diploma: 'É preto, favelado e professor'",G1,pos
352,,G1,pos
353,Comunidade da Zona Oeste de SP quer transformar ‘lixão’ em parque,G1,pos
354,Impressora 3D ajuda que cegos 'vejam' ultrassom de bebê durante gravidez; vídeo,G1,pos
355,,G1,pos
356,Vídeo mostra emoção de garotinha ao descobrir que será adotada nos EUA,G1,pos
