,id,tweet_text,sentiment_analisado,tweet_date,query_used
80,1040000000000000000,"""Eu que vivi as mazelas de não ser atendida corretamente pela saúde pública tenho esse compromisso [de melhorar o SUS]"", diz Marina Silva; siga",pos,Sun Sep 09 22:16:54 +0000 2018,folha
81,1040000000000000000,'Deyvershow': Veja os melhores memes da vitória do Palmeiras sobre o Corinthians -via,pos,Mon Sep 10 00:20:00 +0000 2018,estadao
82,1040000000000000000,"""Muitos me perguntam por que eu estou nesse esforço de ser candidato? Eu tenho um profundo desejo de melhorar a vida da sua família, a sua vida"", diz Henrique Meirelles em suas considerações finais; siga",pos,Sun Sep 09 23:14:25 +0000 2018,folha
83,1040000000000000000,Cachorro vira melhor amigo e 'segurança' de zelador de estação-tubo de Curitiba,pos,Sat Sep 08 16:29:23 +0000 2018,g1
84,1040000000000000000,Sexy fair: Pietra Príncipe ensina truques para o 'nude perfeito'.,pos,Fri Sep 07 03:01:00 +0000 2018,jornaloglobo
85,1040000000000000000,Cabo Daciolo pede ao TSE a volta do voto impresso em cédulas.,pos,Wed Sep 05 00:40:00 +0000 2018,jornaloglobo
86,1040000000000000000,Cara a cara com o imperador D. Pedro I: Museu Histórico Nacional inaugura exposição de impressão 3D de reconstituição forense do rosto do monarca.,pos,Thu Sep 06 00:30:00 +0000 2018,jornaloglobo
87,1040000000000000000,Fuzis apreendidos na BR-040 são de 'excelente qualidade' e superiores aos das forças de segurança:,pos,Tue Sep 04 17:40:00 +0000 2018,jornaloglobo
88,1040000000000000000,Carros falantes são estrelas de animação 'Wheely - Velozes e Divertidos',pos,Fri Sep 07 05:12:02 +0000 2018,folha
89,1040000000000000000,"Na versão impressa da capa do desta terça-feira, dia 4 de setembro de 2018, você confere o acervo com todas as peças que levaram à tragédia do Museu Nacional. Para ler nossas notícias, acesse",pos,Tue Sep 04 11:02:52 +0000 2018,jornaloglobo
90,1040000000000000000,"Qual a melhor forma de mudar o país? Jovens acreditam no poder das eleições para o surgimento de um novo Brasil. Na edição impressa deste domingo, resultados da enquete feita pelo Unicef com 16,3 mil jovens. Leia mais em",pos,Sun Sep 02 13:02:59 +0000 2018,jornaloglobo
91,1040000000000000000,"AO VIVO: ""Sou favorável a cotas"", diz Henrique Meirelles, mas afirma é que preciso aperfeiçoamento; assista",pos,Wed Sep 05 14:53:03 +0000 2018,estadao
92,1040000000000000000,Médicos usam impressora 3D para reconstituir o crânio de um paciente em Santa Maria,pos,Tue Sep 04 17:15:00 +0000 2018,g1
93,1040000000000000000,"Quer impressionar o cliente? Hackeie um príncipe, um emir e um jornalista:",pos,Fri Aug 31 16:40:00 +0000 2018,jornaloglobo
94,1040000000000000000,"Com onda 'perfeita', piscina de Kelly Slater estreia na Liga Mundial",pos,Wed Sep 05 05:59:02 +0000 2018,folha
95,1040000000000000000,"Eu acho incrível o posicionamento do André Lara Resende, ele não deixa a desejar a nenhum dos economistas do mundo, diz Marina sobre economista que faz parte de sua campanha; siga",pos,Tue Sep 04 13:07:57 +0000 2018,folha
96,1040000000000000000,&gt;@esportefera Garoto que recebeu abraço de Neymar agradece atenção: 'você é meu modelo',pos,Mon Sep 03 16:30:00 +0000 2018,estadao
97,1030000000000000000,Dez dicas para preparar o churrasco perfeito:,pos,Wed Aug 29 13:40:00 +0000 2018,jornaloglobo
98,1030000000000000000,Quer aumentar a sua autoestima e se sentir incrível? Leia aqui:,pos,Wed Aug 29 15:00:01 +0000 2018,jornaloglobo
99,1040000000000000000,"Banda Os Incríveis, da Jovem Guarda, lança em outubro o primeiro álbum autoral com repertório inédito desde 1981",pos,Fri Aug 31 21:26:00 +0000 2018,g1
100,1040000000000000000,Dez dicas para preparar o churrasco perfeito:,pos,Thu Aug 30 05:00:01 +0000 2018,jornaloglobo
101,1040000000000000000,&gt;@MariahCarey começa a seguir após comentários divertidos no Instagram,pos,Fri Aug 31 18:56:00 +0000 2018,estadao
102,1040000000000000000,"Janine, da série 'The Handmaid's Tale', traz luz e otimismo para a segunda temporada",pos,Sat Sep 01 13:05:02 +0000 2018,folha
103,1040000000000000000,Crimes de corrupção são declarados imprescritíveis na Argentina,pos,Thu Aug 30 09:00:00 +0000 2018,estadao
104,1030000000000000000,Paper Excellence entra na Justiça contra a família Batista por Eldorado,pos,Thu Aug 30 01:48:02 +0000 2018,folha
105,1030000000000000000,Sobrevivente de queda de avião agradece orações,pos,Sat Aug 25 12:17:00 +0000 2018,g1
106,1030000000000000000,Artistas fazem campanha pelo direito de cantar de graça em comícios:,pos,Fri Aug 17 21:20:00 +0000 2018,jornaloglobo
107,1030000000000000000,"Vettel faz corrida perfeita e vence em prova marcada por ""voo"" de Alonso",pos,Sun Aug 26 16:00:03 +0000 2018,folha
108,1030000000000000000,Fotógrafo da grife Dior é contra retoques que deixam as mulheres perfeitas,pos,Sun Aug 26 06:08:02 +0000 2018,folha
109,1030000000000000000,Otimismo dos anos dourados marcou eleição presidencial de 1960,pos,Sat Aug 25 05:43:02 +0000 2018,folha
110,1030000000000000000,Confira quatro maneiras de preparar o café perfeito,pos,Thu Aug 16 10:00:00 +0000 2018,jornaloglobo
111,1030000000000000000,Confira quatro maneiras de preparar o café perfeito,pos,Wed Aug 15 17:20:00 +0000 2018,jornaloglobo
112,1030000000000000000,Alexandre Pato agradece torcedor que tatuou seu rosto: 'Me sinto honrado' -via,pos,Thu Aug 23 02:15:00 +0000 2018,estadao
113,1030000000000000000,"Entretenimento rasteiro, 'Meu Ex É um Espião' tem momentos divertidos",pos,Thu Aug 23 04:32:02 +0000 2018,folha
114,1030000000000000000,"Nas ondas da internet, a incrível ressurreição da música 'Africa'.",pos,Sat Aug 11 14:02:38 +0000 2018,jornaloglobo
115,1030000000000000000,Igreja argentina agradece senadores por rechaço à legalização do aborto.,pos,Thu Aug 09 22:00:00 +0000 2018,jornaloglobo
116,1030000000000000000,Instituto Resultados obtidos com imunoterapia até agora deixam especialistas otimistas,pos,Sat Aug 18 00:20:00 +0000 2018,estadao
117,1030000000000000000,"Impressoras 3D reduzem custos de empresas, mas preço ainda é entrave",pos,Mon Aug 20 06:09:02 +0000 2018,folha
118,1030000000000000000,PGR quer que STF mande para Moro depoimentos de marqueteiros que incriminam Dilma.,pos,Mon Aug 06 21:00:01 +0000 2018,jornaloglobo
119,1030000000000000000,"Bom dia! Confira a capa da versão impressa do desta segunda, 6 de agosto de 2018. Leia mais em",pos,Mon Aug 06 10:37:29 +0000 2018,jornaloglobo
120,1030000000000000000,Pesquisa defende fórmula do roteiro perfeito; segredo é imitar 'O Poderoso Chefão',pos,Sun Aug 19 06:06:03 +0000 2018,folha
121,1030000000000000000,Relatório aponta 'risco de motim' na Papuda por falta de remédios psiquiátricos,pos,Fri Aug 10 08:46:10 +0000 2018,g1
122,1030000000000000000,‘Good Girls’ e a divertida entrada de três mães zelosas em terreno perigoso -via,pos,Thu Aug 16 01:40:00 +0000 2018,estadao
123,1030000000000000000,"Até o prefeito Bruno Covas se divertiu ao ouvir a Professora Lisete ""reprovar"" Doria por ter abandonado a prefeitura para se lançar ao governo do Estado",pos,Fri Aug 17 03:20:00 +0000 2018,folha
124,1030000000000000000,Bom dia! Esta é a capa da edição impressa da desta quinta-feira (16):,pos,Thu Aug 16 10:26:10 +0000 2018,folha
125,1030000000000000000,As impressionantes ilhas de algas que ameaçam os mais badalados destinos do Caribe,pos,Wed Aug 08 02:55:00 +0000 2018,g1
126,1030000000000000000,Trump agradece 'carta simpática' de Kim e diz que espera vê-lo 'em breve'.,pos,Thu Aug 02 14:24:37 +0000 2018,jornaloglobo
127,1020000000000000000,"Bom dia, pessoal! Esta é a versão impressa da capa do desta terça-feira, dia 31 de julho de 2018. Para mais notícias, acesse: ??",pos,Tue Jul 31 10:17:36 +0000 2018,jornaloglobo
128,1020000000000000000,"Bom dia! Esta é a capa da versão impressa do desta quarta, 1 de agosto de 2018. Para ler mais, acesse",pos,Wed Aug 01 10:30:55 +0000 2018,jornaloglobo
129,1020000000000000000,"Bom dia, pessoal! Esta é a versão impressa da capa do desta segunda-feira, dia 30 de julho de 2018. Para mais notícias, acesse: Uma ótima semana a todos! ??",pos,Mon Jul 30 10:29:28 +0000 2018,jornaloglobo
130,1030000000000000000,&gt;@Emais_Estadao Henrique Fogaça faz homenagem à sua filha: 'Só tenho a agradecer',pos,Mon Aug 13 14:10:00 +0000 2018,estadao
131,1020000000000000000,Cabeleireiro de Meghan Markle dá seis dicas para ter fios incríveis.,pos,Sat Jul 28 01:30:00 +0000 2018,jornaloglobo
132,1020000000000000000,Em busca do vice perfeito: confira as dificuldades de cada presidenciável para definir chapa.,pos,Thu Jul 26 21:00:02 +0000 2018,jornaloglobo
133,1040000000000000000,Taiwan agradece apoio de senadores americanos a favor de sua diplomacia,pos,Thu Sep 06 14:38:36 +0000 2018,exame
134,1040000000000000000,Mundial de surfe estreia em piscina que fabrica onda perfeita,pos,Thu Sep 06 09:45:14 +0000 2018,exame
135,1030000000000000000,Canadá se mostra otimista com avanço das negociações do “novo” Nafta,pos,Wed Aug 29 18:16:46 +0000 2018,exame
136,1030000000000000000,Culto ao frango: o ritual da Korin para agradecer aos animais abatidos,pos,Thu Aug 23 09:01:01 +0000 2018,exame
137,1030000000000000000,Cyrela olha com otimismo para 2º semestre,pos,Fri Aug 10 17:40:06 +0000 2018,exame
138,1030000000000000000,Dólar recua e tem maior otimismo com cena eleitoral no Brasil,pos,Mon Aug 06 12:31:30 +0000 2018,exame
139,1020000000000000000,Caixas-pretas de avião mexicano são achadas em “perfeito estado”,pos,Wed Aug 01 22:53:59 +0000 2018,exame
140,1040000000000000000,A melhor forma de otimizar o tempo é se livrar da agenda,pos,Thu Sep 13 21:24:27 +0000 2018,veja
141,1040000000000000000,"Bom dia! Confira os destaques da versão impressa do desta segunda, 10/09/2018. Acompanhe todas as notícias em tempo real no site",pos,Mon Sep 10 10:34:31 +0000 2018,jornaloglobo
142,1040000000000000000,Como controlar melhor as contas do meu negócio?,pos,Mon Sep 10 19:02:15 +0000 2018,exame
143,1040000000000000000,&gt;@pedrodoria 'Uma revolução em 3D - Impressão em 3D em metal é uma tecnologia que agora se aproxima da maturidade',pos,Fri Sep 14 12:00:02 +0000 2018,estadao
144,1040000000000000000,&gt;@Emais_Estadao Dani Calabresa diz que dança melhorou seu intestino: 'Tô de fralda',pos,Mon Sep 10 14:40:00 +0000 2018,estadao
145,1040000000000000000,"Melhor maneira de se sentir seguro é não incitar o ódio, diz Marina",pos,Mon Sep 10 18:05:03 +0000 2018,folha
146,1040000000000000000,"&gt;@EstadaoEconomia Economistas veem rombo primário um pouco melhor em 2018, aponta Fazenda",pos,Thu Sep 13 17:20:00 +0000 2018,estadao
147,1040000000000000000,"Jornal da USP: Água ou isotônico, qual a melhor opção para hidratação? Ouça o que especialista diz",pos,Tue Sep 11 00:30:00 +0000 2018,estadao
148,1040000000000000000,"Furacão Florence se aproxima, e Trump tenta apagar má impressão",pos,Thu Sep 13 09:29:48 +0000 2018,exame
149,1040000000000000000,Os melhores restaurantes orientais da cidade,pos,Tue Sep 11 20:50:46 +0000 2018,veja
150,1040000000000000000,"&gt;Leandro Karnal: 'A perfeição - Sinais de que você envelheceu: usa relógio de pulso, deita cedo, sabe o que é boko moko...'",pos,Wed Sep 12 10:20:00 +0000 2018,estadao
151,1040000000000000000,"Bolsonaro registra melhora intestinal e tem sonda retirada, diz hospital",pos,Tue Sep 11 13:42:29 +0000 2018,exame
152,1040000000000000000,Bolsonaro apresenta melhora e deixa UTI do hospital.,pos,Tue Sep 11 23:04:03 +0000 2018,jornaloglobo
153,1040000000000000000,"&gt;@EstadaoLink Tesla vai limitar opções de cores para melhorar produção, diz Musk",pos,Tue Sep 11 16:50:00 +0000 2018,estadao
154,1040000000000000000,Google revela que seus melhores gerentes têm estas qualidades,pos,Tue Sep 11 09:00:12 +0000 2018,exame
155,1040000000000000000,A saúde melhora quando se vira vegano?,pos,Tue Sep 11 09:43:00 +0000 2018,g1
156,1040000000000000000,Aprenda a cultivar uma horta em casa e a melhor maneira de utilizar os principais temperos na comida.,pos,Tue Sep 11 14:00:02 +0000 2018,jornaloglobo
157,1040000000000000000,"‘Ninguém melhor do que eu para educar’, diz mãe",pos,Thu Sep 13 11:00:00 +0000 2018,estadao
158,1040000000000000000,"'Companheiro, paizão, melhor amigo', diz filho mais velho de Mr. Catra",pos,Tue Sep 11 11:03:02 +0000 2018,g1
159,1040000000000000000,Como Singapura construiu o melhor ensino do mundo,pos,Thu Sep 13 08:08:28 +0000 2018,exame
160,1040000000000000000,70 anos das melhores escolhas,pos,Wed Sep 12 22:30:11 +0000 2018,veja
161,1040000000000000000,Novas atrações incrementam passeio pelo Maracanã.,pos,Thu Sep 13 15:20:00 +0000 2018,jornaloglobo
162,1040000000000000000,"FHC foi o melhor ministro da Fazenda que o país já teve, diz ex-assessor do PT",pos,Fri Sep 14 03:14:02 +0000 2018,folha
163,1030000000000000000,"Cinco lições de gestão de José Galló, o CEO da melhor empresa do Brasil",pos,Thu Aug 16 17:44:31 +0000 2018,exame
164,1030000000000000000,Os 100 maiores investimentos entre as Melhores e Maiores,pos,Thu Aug 16 16:33:43 +0000 2018,exame
165,1030000000000000000,"Economistas veem rombo primário um pouco melhor em 2018, aponta Prisma",pos,Thu Aug 16 14:05:38 +0000 2018,exame
166,1030000000000000000,Lenta retomada também afeta empresas campeãs de MELHORES E MAIORES,pos,Wed Aug 15 23:31:16 +0000 2018,exame
167,1030000000000000000,Veja as fotos da festa de Melhores e Maiores 2018,pos,Tue Aug 14 00:14:32 +0000 2018,exame
168,1040000000000000000,Franceses colhem neste ano a melhor safra de uvas desde 1947,pos,Mon Sep 24 02:59:00 +0000 2018,folha
169,1040000000000000000,Sabonete? Creme? Protetor solar? Nenhum deles: o segredo da pele perfeita está no que você come.,pos,Sat Sep 15 11:00:00 +0000 2018,jornaloglobo
170,1040000000000000000,Vice-premiê da Itália deseja melhoras e declara apoio a Bolsonaro,pos,Sat Sep 15 20:26:00 +0000 2018,estadao
171,1040000000000000000,Ranking indica as 10 melhores câmeras de smartphones,pos,Sat Sep 15 08:56:04 +0000 2018,exame
172,1040000000000000000,"Arrecadação soma R$ 109,7 bi, melhor agosto desde 2014",pos,Fri Sep 21 15:58:44 +0000 2018,veja
173,1040000000000000000,"Bolsonaro tem melhora clínica e não há sinais de infecção, diz boletim",pos,Fri Sep 21 18:52:40 +0000 2018,exame
174,1040000000000000000,&gt;@EstadaoCultura: 'O Incrível Hulk' ressuscita em HQ de Al Ewing,pos,Sun Sep 16 10:56:00 +0000 2018,estadao
175,1040000000000000000,Geração de emprego formal tem melhor agosto em 5 anos,pos,Fri Sep 21 19:13:55 +0000 2018,veja
176,1040000000000000000,Estados Unidos expressam otimismo sobre comércio com China,pos,Fri Sep 21 17:49:59 +0000 2018,exame
177,1040000000000000000,Arrecadação federal tem melhor agosto desde 2014,pos,Fri Sep 21 16:30:15 +0000 2018,exame
178,1040000000000000000,"Oscar das séries, o Emmy premia nesta segunda as melhores atrações da televisão do ano",pos,Mon Sep 17 11:04:02 +0000 2018,folha
179,1040000000000000000,"Bolsonaro tem melhora clínica progressiva e inicia dieta pastosa, diz boletim",pos,Fri Sep 21 19:07:57 +0000 2018,folha
180,1040000000000000000,&gt;@EstadaoPolitica Bolsonaro melhora e começa a se alimentar com dieta pastosa,pos,Fri Sep 21 19:10:01 +0000 2018,estadao
181,1040000000000000000,"Opep ignora Trump, e barril de Brent chega a seu melhor preço desde 2014",pos,Mon Sep 24 21:13:36 +0000 2018,exame
182,1040000000000000000,Propostas dos candidatos na educação miram melhoria do ensino médio,pos,Mon Sep 17 15:12:02 +0000 2018,folha
183,1040000000000000000,As 14 cidades com melhor 4G no Brasil,pos,Mon Sep 17 17:41:17 +0000 2018,exame
184,1040000000000000000,A Pão de Queijaria prepara o melhor pão de queijo da cidade,pos,Mon Sep 17 15:50:18 +0000 2018,veja
185,1040000000000000000,Haddad diz que pretende aperfeiçoar legislação para punir com mais rigor 'delator mentiroso',pos,Mon Sep 17 13:57:48 +0000 2018,g1
186,1040000000000000000,VEJA COMER &amp; BEBER: os melhores endereços gastronômicos de BH,pos,Mon Sep 17 18:22:09 +0000 2018,veja
187,1040000000000000000,"Banco com mais mulheres na chefia tem melhores resultados, diz FMI",pos,Mon Sep 17 14:18:03 +0000 2018,folha
188,1040000000000000000,&gt;@EstadaoPaladar Conheça os 10 melhores hambúrgueres de São Paulo em 2017/2018,pos,Fri Sep 21 23:00:01 +0000 2018,estadao
189,1040000000000000000,"Como prefeito, Haddad melhorou contas, mas tropeçou em zeladoria e obras",pos,Sun Sep 23 14:40:00 +0000 2018,folha
190,1040000000000000000,"Arrecadação tem melhor agosto desde 2014, mas crescimento desacelera",pos,Fri Sep 21 14:31:02 +0000 2018,folha
191,1040000000000000000,"Cigarro eletrônico é quase melhor do que fumar, dizem autoridades de saúde pública",pos,Sun Sep 23 15:30:00 +0000 2018,estadao
192,1040000000000000000,Modric é eleito melhor do mundo pela Fifa e quebra ciclo de CR7 e Messi,pos,Mon Sep 24 20:28:46 +0000 2018,exame
193,1040000000000000000,Anitta faz participação especial no The Voice Brasil e diz não ter a melhor voz do mundo,pos,Tue Sep 18 03:45:03 +0000 2018,folha
